trade_date,prediction_spearman,top10_jaccard,top10_overlap,top_size,intersection
20230103,-0.46321410359817705,0.0033149171270718232,0.0066079295154185024,454,3
20230104,-0.47284139809751069,0.049255441008018326,0.093886462882096067,458,43
20230105,-0.50433554749172449,0.043083900226757371,0.082608695652173908,460,38
20230106,-0.45382653118284327,0.046538024971623154,0.088937093275488072,461,41
20230109,-0.59855478820588537,0.027932960893854747,0.05434782608695652,460,25
20230110,-0.57100595541687438,0.044167610419026046,0.084598698481561818,461,39
20230111,-0.3264811567796097,0.037037037037037035,0.071428571428571425,462,33
20230112,-0.40995207304721992,0.059770114942528735,0.11279826464208242,461,52
20230113,-0.58146238052171728,0.044167610419026046,0.084598698481561818,461,39
20230116,-0.41753479438052149,0.092636579572446559,0.16956521739130434,460,78
20230117,-0.40669845967037699,0.095011876484560567,0.17353579175704989,461,80
20230118,-0.48172844399837306,0.042986425339366516,0.082429501084598705,461,38
20230119,-0.61247720812153383,0.017660044150110375,0.034707158351409979,461,16
20230120,-0.52050445874036999,0.038202247191011236,0.073593073593073599,462,34
20230130,-0.57898263640332892,0.0044052863436123352,0.008771929824561403,456,4
20230131,-0.33428869500284936,0.027932960893854747,0.05434782608695652,460,25
20230201,-0.47871557095960404,0.014428412874583796,0.028446389496717725,457,13
20230202,-0.52555325315232948,0.019955654101995565,0.039130434782608699,460,18
20230203,-0.57992211768460455,0.021040974529346623,0.041214750542299353,461,19
20230206,-0.61138541638561716,0.016538037486218304,0.032537960954446853,461,15
20230207,-0.53011330248427913,0.014332965821389196,0.028260869565217391,460,13
20230208,-0.5234956082842569,0.021040974529346623,0.041214750542299353,461,19
20230209,-0.58657035208287489,0.027870680044593088,0.054229934924078092,461,25
20230210,-0.67504494729740705,0.015384615384615385,0.030303030303030304,462,14
20230213,-0.62223883687083537,0.0032715376226826608,0.0065217391304347823,460,3
20230214,-0.66662260670711204,0.0165016501650165,0.032467532467532464,462,15
20230215,-0.61654719083033316,0.012101210121012101,0.02391304347826087,460,11
20230216,-0.2240160752065673,0.055872291904218926,0.10583153347732181,463,49
20230217,-0.2318431928319255,0.085781433607520566,0.15800865800865802,462,73
20230220,-0.52586247509133155,0.027870680044593088,0.054229934924078092,461,25
20230221,-0.49015422539562808,0.036954087346024636,0.071274298056155511,463,33
20230222,-0.53909173687704293,0.028953229398663696,0.05627705627705628,462,26
20230223,-0.4752513961188648,0.07441860465116279,0.13852813852813853,462,64
20230224,-0.52706523219253743,0.039281705948372617,0.075593952483801297,463,35
20230227,-0.44806629990228652,0.043968432919954906,0.084233261339092869,463,39
20230228,-0.49478133634720145,0.052511415525114152,0.099783080260303691,461,46
20230301,-0.65069602353193834,0.022172949002217297,0.043383947939262472,461,20
20230302,-0.46747849140204151,0.068208092485549127,0.12770562770562771,462,59
20230303,-0.52030094197907406,0.038202247191011236,0.073593073593073599,462,34
20230306,-0.51219682246313103,0.052391799544419138,0.099567099567099568,462,46
20230307,-0.34725641956932568,0.051194539249146756,0.097402597402597407,462,45
20230308,-0.63741386572336323,0.010964912280701754,0.021691973969631236,461,10
20230309,-0.6728189539962427,0.012074643249176729,0.023861171366594359,461,11
20230310,-0.32725031215825756,0.038202247191011236,0.073593073593073599,462,34
20230313,-0.55810618633076836,0.029017857142857144,0.056399132321041212,461,26
20230314,-0.19957209998814146,0.077997671711292196,0.1447084233261339,463,67
20230315,-0.38571935677479552,0.057339449541284407,0.10845986984815618,461,50
20230316,0.10703648600762608,0.2446236559139785,0.39308855291576672,463,182
20230317,-0.4365427448091605,0.057208237986270026,0.10822510822510822,462,50
20230320,0.012078498678667893,0.23860589812332439,0.38528138528138528,462,178
20230321,-0.52741395623359166,0.027932960893854747,0.05434782608695652,460,25
20230322,-0.55886915669591464,0.038202247191011236,0.073593073593073599,462,34
20230323,-0.49851117441856657,0.056000000000000001,0.10606060606060606,462,49
20230324,-0.52938819064449927,0.056000000000000001,0.10606060606060606,462,49
20230327,-0.47398966706296913,0.055045871559633031,0.10434782608695652,460,48
20230328,-0.22458853627144393,0.094786729857819899,0.17316017316017315,462,80
20230329,-0.36139064256718384,0.045248868778280542,0.086580086580086577,462,40
20230330,-0.0040497693821270504,0.21522309711286089,0.35421166306695462,463,164
20230331,-0.54906565074037972,0.042986425339366516,0.082429501084598705,461,38
20230403,-0.50449533240079114,0.043083900226757371,0.082608695652173908,460,38
20230404,-0.24911248438052955,0.088131609870740299,0.16198704103671707,463,75
20230406,-0.061071021880459819,0.1815856777493606,0.30735930735930733,462,142
20230407,-0.58823855529127111,0.037204058624577228,0.071739130434782611,460,33
20230410,-0.060005157889751547,0.10238095238095238,0.18574514038876891,463,86
20230411,-0.2969318923358627,0.088547815820543094,0.16268980477223427,461,75
20230412,-0.51371333406646924,0.040816326530612242,0.078431372549019607,459,36
20230413,-0.012206341057538435,0.18814432989690721,0.31670281995661603,461,146
20230414,-0.40443233667887002,0.053714285714285714,0.1019522776572668,461,47
20230417,-0.24520230940938717,0.14108910891089108,0.24728850325379609,461,114
20230418,-0.42647953440153097,0.048808172531214528,0.093073593073593072,462,43
20230419,-0.17578988886181948,0.088339222614840993,0.16233766233766234,462,75
20230420,-0.23667713986952618,0.098927294398092974,0.18004338394793926,461,83
20230421,0.40868125399951544,0.40943683409436832,0.58099352051835851,463,269
20230424,0.039562393577537047,0.17452229299363056,0.29718004338394793,461,137
20230425,-0.24515768882585626,0.046538024971623154,0.088937093275488072,461,41
20230426,-0.20428558940880076,0.13333333333333333,0.23529411764705882,459,108
20230427,-0.30178041547338985,0.097619047619047619,0.17787418655097614,461,82
20230428,-0.51259625936478903,0.011111111111111112,0.02197802197802198,455,10
20230504,-0.55896020479515296,0.0044247787610619468,0.0088105726872246704,454,4
20230505,-0.39439030794098051,0.066048667439165695,0.12391304347826088,460,57
20230508,-0.32820955252924383,0.096774193548387094,0.17647058823529413,459,81
20230509,-0.22167373389066689,0.063291139240506333,0.11904761904761904,462,55
20230510,-0.29066474642294665,0.16856780735107732,0.28850325379609543,461,133
20230511,-0.5258146540824179,0.039637599093997736,0.076252723311546838,459,35
20230512,-0.45737101334257524,0.023255813953488372,0.045454545454545456,462,21
20230515,-0.56296214959624435,0.023307436182019976,0.045553145336225599,461,21
20230516,-0.12768248465255014,0.20784313725490197,0.34415584415584416,462,159
20230517,-0.50253423250825024,0.024498886414253896,0.047826086956521741,460,22
20230518,-0.70456162248775012,0.0032715376226826608,0.0065217391304347823,460,3
20230519,-0.43649509395755492,0.058553386911595867,0.11062906724511931,461,51
20230522,-0.51007738855793228,0.045454545454545456,0.086956521739130432,460,40
20230523,-0.52303336986695315,0.01098901098901099,0.021739130434782608,460,10
20230524,-0.62988944112622225,0.01098901098901099,0.021739130434782608,460,10
20230525,-0.56677944406538217,0.026785714285714284,0.052173913043478258,460,24
20230526,-0.67077070801155403,0.0076670317634173054,0.015217391304347827,460,7
20230529,-0.39139688519529287,0.062211981566820278,0.11713665943600868,461,54
20230530,-0.64816847471317818,0.014332965821389196,0.028260869565217391,460,13
20230531,-0.32788309759757422,0.060046189376443418,0.11328976034858387,459,52
20230601,-0.46574607146336244,0.044267877412031781,0.08478260869565217,460,39
20230602,-0.52286674254425614,0.028058361391694726,0.05458515283842795,458,25
20230605,-0.66447371936909061,0.0088105726872246704,0.017467248908296942,458,8
20230606,-0.29767478918059304,0.018867924528301886,0.037037037037037035,459,17
20230607,-0.60407088407662435,0.0099447513812154689,0.019693654266958426,457,9
20230608,-0.25778282322025414,0.0937129300118624,0.17136659436008678,461,79
20230609,-0.56040349933373013,0.026966292134831461,0.052516411378555797,457,24
20230612,-0.44637435297877054,0.070093457943925228,0.13100436681222707,458,60
20230613,-0.59957069857090672,0.024553571428571428,0.04793028322440087,459,22
20230614,-0.49141230733733199,0.02914798206278027,0.056644880174291937,459,26
20230615,-0.36360951466822028,0.076023391812865493,0.14130434782608695,460,65
20230616,-0.59582026350565165,0.014364640883977901,0.028322440087145968,459,13
20230619,-0.40929896991527054,0.041997729852440407,0.080610021786492375,459,37
20230620,-0.33146501771644171,0.042986425339366516,0.082429501084598705,461,38
20230621,0.030712980869400358,0.081081081081081086,0.14999999999999999,460,69
20230626,-0.025684647358652748,0.11380145278450363,0.20434782608695654,460,94
20230627,-0.5971621956485399,0.0066079295154185024,0.013129102844638949,457,6
20230628,-0.31704486160431511,0.097852028639618144,0.17826086956521739,460,82
20230629,-0.70035456654586736,0.0043859649122807015,0.0087336244541484712,458,4
20230630,-0.63234784709123548,0.0088105726872246704,0.017467248908296942,458,8
20230703,-0.45401433003948455,0.033783783783783786,0.06535947712418301,459,30
20230704,-0.66473968388383653,0.0099228224917309819,0.019650655021834062,458,9
20230705,-0.51318731373976456,0.015418502202643172,0.030368763557483729,461,14
20230706,-0.66297046477306454,0.013186813186813187,0.026030368763557483,461,12
20230707,-0.43277080794208522,0.040540540540540543,0.07792207792207792,462,36
20230710,-0.55148934305599517,0.012101210121012101,0.02391304347826087,460,11
20230711,-0.73280875855028427,0.0043668122270742356,0.0086956521739130436,460,4
20230712,-0.50393535096030428,0.010964912280701754,0.021691973969631236,461,10
20230713,-0.62344529549705252,0.023307436182019976,0.045553145336225599,461,21
20230714,-0.52364417764830784,0.036036036036036036,0.069565217391304349,460,32
20230717,-0.37031968326974307,0.069605568445475635,0.13015184381778741,461,60
