region,feature,family,F1,F2,F3,mean_residual_ic,median_residual_ic,same_direction_3of3,at_least_2_folds_abs_ic_ge_0_01,stable_meaningful,abs_mean_residual_ic,mean_d0_prediction_ic
top20,slope_60,trend,0.008266407,-0.018538999,0.002423490,-0.002616367,0.002423490,False,False,False,0.002616367,0.068638989
top20,ma_20_over_60,trend,0.006507320,-0.017916856,0.004829569,-0.002193322,0.004829569,False,False,False,0.002193322,0.069806095
top20,slope_20,trend,0.014485888,-0.023106327,0.014762041,0.002047201,0.014485888,False,True,False,0.002047201,0.084011539
top20,ma_5_over_20,trend,0.014644392,-0.019730206,0.011205748,0.002039978,0.011205748,False,True,False,0.002039978,0.085319862
top20,madev_60,trend,0.014229782,-0.022014563,0.012872134,0.001695784,0.012872134,False,True,False,0.001695784,0.104512486
top20,distmin_60,trend,0.003947727,-0.029147741,0.030065676,0.001621887,0.003947727,False,True,False,0.001621887,0.130586873
top20,rsq_20,trend,-0.018706217,0.006459984,0.007482203,-0.001588010,0.006459984,False,False,False,0.001588010,0.028989535
top20,ma_10_over_20,trend,0.013798362,-0.023825637,0.013039456,0.001004060,0.013039456,False,True,False,0.001004060,0.080069606
top20,distmin_20,trend,0.001497075,-0.028691283,0.027459444,0.000088412,0.001497075,False,True,False,0.000088412,0.118027735
top20,downvol_5,volatility,-0.021371785,-0.026301647,-0.016890162,-0.021521198,-0.021371785,True,True,True,0.021521198,0.057889720
top20,parkinson_5,volatility,-0.018724904,-0.039651794,0.019862415,-0.012838094,-0.018724904,False,True,False,0.012838094,0.099330160
top20,gkvol_5,volatility,-0.018531863,-0.040350005,0.021592957,-0.012429637,-0.018531863,False,True,False,0.012429637,0.082919704
top20,atr_5,volatility,-0.017332058,-0.037614035,0.024160962,-0.010261710,-0.017332058,False,True,False,0.010261710,0.110662613
top20,atr_60,volatility,-0.024520227,-0.022885465,0.017017956,-0.010129245,-0.022885465,False,True,False,0.010129245,0.024448352
top20,parkinson_10,volatility,-0.016459952,-0.034019461,0.022946774,-0.009177546,-0.016459952,False,True,False,0.009177546,0.093619161
top20,atr_10,volatility,-0.017908830,-0.033480922,0.024121521,-0.009089410,-0.017908830,False,True,False,0.009089410,0.093885394
top20,gkvol_10,volatility,-0.015786081,-0.035428781,0.025562272,-0.008550863,-0.015786081,False,True,False,0.008550863,0.082208738
top20,stdret_5,volatility,-0.013233004,-0.023060121,0.013117833,-0.007725097,-0.013233004,False,True,False,0.007725097,0.110967921
top20,atr_20,volatility,-0.018605739,-0.028150219,0.026893526,-0.006620811,-0.018605739,False,True,False,0.006620811,0.068171505
top20,downvol_10,volatility,-0.019040557,-0.010675551,0.012397941,-0.005772722,-0.010675551,False,True,False,0.005772722,0.048225956
top20,gkvol_60,volatility,-0.018610570,-0.024779276,0.026584394,-0.005601817,-0.018610570,False,True,False,0.005601817,0.054726712
top20,parkinson_60,volatility,-0.017478025,-0.024232721,0.026414998,-0.005098583,-0.017478025,False,True,False,0.005098583,0.058905357
top20,gkvol_20,volatility,-0.014944880,-0.030130305,0.030940864,-0.004711440,-0.014944880,False,True,False,0.004711440,0.071925571
top20,parkinson_20,volatility,-0.014676099,-0.029071242,0.030109342,-0.004546000,-0.014676099,False,True,False,0.004546000,0.080319521
top20,stdret_10,volatility,-0.009585963,-0.023780248,0.021580649,-0.003928521,-0.009585963,False,True,False,0.003928521,0.109804909
top20,downvol_60,volatility,-0.019590526,-0.015067891,0.025887916,-0.002923500,-0.015067891,False,True,False,0.002923500,0.039148703
top20,downvol_20,volatility,-0.018830830,-0.011813527,0.025644664,-0.001666564,-0.011813527,False,True,False,0.001666564,0.044477261
top20,stdret_20,volatility,-0.007608402,-0.022846428,0.033640952,0.001062041,-0.007608402,False,True,False,0.001062041,0.094903915
top20,stdret_60,volatility,-0.011951897,-0.019889138,0.030333675,-0.000502453,-0.011951897,False,True,False,0.000502453,0.067530722
top20,volratio_60,volume,-0.010216931,-0.035251236,-0.013399767,-0.019622645,-0.013399767,True,True,True,0.019622645,0.101542086
top20,volratio_20,volume,-0.009989002,-0.024720186,-0.016137232,-0.016948807,-0.016137232,True,True,True,0.016948807,0.080561754
top20,volratio_3,volume,-0.007012574,-0.004586958,-0.029370501,-0.013656678,-0.007012574,True,False,False,0.013656678,0.031068127
top20,volchg_1,volume,-0.006645587,-0.001443216,-0.032007125,-0.013365309,-0.006645587,True,False,False,0.013365309,0.030554497
top20,logvol_std_60,volume,0.012692460,0.007064483,0.019782949,0.013179964,0.012692460,True,True,True,0.013179964,0.037890977
top20,volchg_20,volume,-0.004310515,-0.020740893,-0.013379404,-0.012810271,-0.013379404,True,True,True,0.012810271,0.074608685
top20,volratio_5,volume,-0.005007758,-0.010113377,-0.023250813,-0.012790649,-0.010113377,True,True,True,0.012790649,0.038899535
top20,volratio_10,volume,-0.006246775,-0.014054733,-0.015788298,-0.012029935,-0.014054733,True,True,True,0.012029935,0.055390176
top20,logvol_std_20,volume,0.010118357,-0.006773464,0.030991240,0.011445378,0.010118357,False,True,False,0.011445378,0.051825041
top20,volchg_5,volume,0.003379086,-0.015271005,-0.013892786,-0.008594902,-0.013892786,False,True,False,0.008594902,0.040383232
top20,logvol_std_5,volume,0.010320826,-0.014530232,0.026161829,0.007317474,0.010320826,False,True,False,0.007317474,0.052940357
top20,corr_ret_dlogvol_5,volume_price,0.005733544,0.004484861,0.004576812,0.004931739,0.004576812,True,False,False,0.004931739,-0.016566799
top20,corr_ret_dlogamt_5,volume_price,0.005088414,0.004335882,0.004386709,0.004603668,0.004386709,True,False,False,0.004603668,-0.012179414
top20,corr_ret_dlogamt_20,volume_price,0.008755605,-0.010758296,0.003321030,0.000439446,0.003321030,False,False,False,0.000439446,-0.002091379
top20,corr_ret_dlogvol_20,volume_price,0.009481491,-0.010025695,0.001703890,0.000386562,0.001703890,False,False,False,0.000386562,-0.007036004
