region,feature,family,F1,F2,F3,mean_residual_ic,median_residual_ic,same_direction_3of3,at_least_2_folds_abs_ic_ge_0_01,stable_meaningful,abs_mean_residual_ic,mean_d0_prediction_ic
middle60,gap_low,kbar,-0.025187202,-0.020926706,-0.006346282,-0.017486730,-0.020926706,True,True,True,0.017486730,0.052077290
middle60,days_since_limit_up,limit,-0.057466403,-0.035047258,-0.035675022,-0.042729561,-0.035675022,True,True,True,0.042729561,0.102922576
middle60,limit_up_count_60,limit,0.057054551,0.034761586,0.035611580,0.042475906,0.035611580,True,True,True,0.042475906,-0.100277924
middle60,limit_up_count_20,limit,0.046913679,0.027543909,0.034776917,0.036411502,0.034776917,True,True,True,0.036411502,-0.094076576
middle60,limit_down_count_60,limit,0.034694897,0.019175440,0.010170059,0.021346799,0.019175440,True,True,True,0.021346799,-0.045931927
middle60,days_since_limit_down,limit,-0.033613852,-0.018930709,-0.009298476,-0.020614346,-0.018930709,True,True,True,0.020614346,0.045160646
middle60,limit_down_count_20,limit,0.021010011,0.014910321,0.014067118,0.016662483,0.014910321,True,True,True,0.016662483,-0.035888397
middle60,limit_up_count_5,limit,0.017299362,0.004859688,0.018853365,0.013670805,0.017299362,True,True,True,0.013670805,-0.045501194
middle60,limit_down_count_5,limit,0.011935564,0.008085823,0.005974611,0.008665333,0.008085823,True,False,False,0.008665333,-0.022495664
middle60,flag_limit_down,limit,0.005423441,0.007075061,0.005725652,0.006074718,0.005725652,True,False,False,0.006074718,-0.021848232
middle60,flag_limit_up,limit,-0.005119291,0.000244511,0.001313927,-0.001186951,0.000244511,False,False,False,0.001186951,0.006614612
middle60,illiq_1,liquidity,-0.041307445,0.008396923,-0.071980968,-0.034963830,-0.041307445,False,True,False,0.034963830,0.115950180
middle60,illiq_5,liquidity,-0.034750095,0.013199971,-0.062363420,-0.027971181,-0.034750095,False,True,False,0.027971181,0.106844576
middle60,illiq_20,liquidity,-0.025331860,0.014133419,-0.051838941,-0.021012461,-0.025331860,False,True,False,0.021012461,0.090008015
middle60,illiq_60,liquidity,-0.014811746,0.017274097,-0.044158032,-0.013898560,-0.014811746,False,True,False,0.013898560,0.069766015
middle60,market_amount_ratio_20,market,,,,,,False,False,False,,
middle60,market_breadth_up,market,,,,,,False,False,False,,
middle60,market_dispersion_ret_1,market,,,,,,False,False,False,,
middle60,market_dispersion_ret_5,market,,,,,,False,False,False,,
middle60,market_limit_down_ratio,market,,,,,,False,False,False,,
middle60,market_limit_up_ratio,market,,,,,,False,False,False,,
middle60,market_mean_ret_1,market,,,,,,False,False,False,,
middle60,market_median_ret_1,market,,,,,,False,False,False,,
middle60,market_median_ret_20,market,,,,,,False,False,False,,
middle60,market_median_ret_5,market,,,,,,False,False,False,,
middle60,relstd_20,relative,0.074782859,0.090664491,0.063561942,0.076336431,0.074782859,True,True,True,0.076336431,-0.193644907
middle60,relret_1,relative,0.052659269,0.072434454,0.079677383,0.068257035,0.072434454,True,True,True,0.068257035,-0.137340835
middle60,relret_5,relative,0.061400525,0.025239555,0.075685048,0.054108376,0.061400525,True,True,True,0.054108376,-0.114224310
middle60,relamtratio_20,relative,0.046440989,0.023032754,0.048765998,0.039413247,0.046440989,True,True,True,0.039413247,-0.099534900
middle60,relvolratio_20,relative,0.044047894,0.026719277,0.044413773,0.038393648,0.044047894,True,True,True,0.038393648,-0.096000430
middle60,relret_20,relative,0.055136478,-0.009554995,0.064952472,0.036844652,0.055136478,False,True,False,0.036844652,-0.101325865
middle60,relret_60,relative,0.047119206,0.000844104,0.052354968,0.033439426,0.047119206,True,True,True,0.033439426,-0.093241501
middle60,relilliq_20,relative,-0.025331860,0.014133419,-0.051838941,-0.021012461,-0.025331860,False,True,False,0.021012461,0.090008015
middle60,ret_1,return,0.052659269,0.072434454,0.079677383,0.068257035,0.072434454,True,True,True,0.068257035,-0.137340835
middle60,ret_2,return,0.041194397,0.050788042,0.076929814,0.056304084,0.050788042,True,True,True,0.056304084,-0.121387236
middle60,ret_5,return,0.061400525,0.025239555,0.075685048,0.054108376,0.061400525,True,True,True,0.054108376,-0.114224310
middle60,ret_3,return,0.047478706,0.024848825,0.071149714,0.047825748,0.047478706,True,True,True,0.047825748,-0.107937056
middle60,ret_20,return,0.055136478,-0.009554995,0.064952472,0.036844652,0.055136478,False,True,False,0.036844652,-0.101325865
middle60,ret_60,return,0.047119206,0.000844104,0.052354968,0.033439426,0.047119206,True,True,True,0.033439426,-0.093241501
middle60,ret_30,return,0.046396044,-0.007577195,0.057879036,0.032232628,0.046396044,False,True,False,0.032232628,-0.098920986
middle60,ret_10,return,0.053460356,-0.012422898,0.050101620,0.030379693,0.050101620,False,True,False,0.030379693,-0.087284485
middle60,ret_5_minus_20,return,-0.022715263,0.020730890,-0.034499560,-0.012161311,-0.022715263,False,True,False,0.012161311,0.044909989
middle60,ret_20_minus_60,return,-0.013826500,-0.002044567,-0.010516009,-0.008795692,-0.010516009,True,True,True,0.008795692,0.025277726
middle60,distmin_5,trend,0.087339828,0.079857989,0.115284937,0.094160918,0.087339828,True,True,True,0.094160918,-0.224647036
middle60,distmin_20,trend,0.076237236,0.032974439,0.090967641,0.066726439,0.076237236,True,True,True,0.066726439,-0.166325086
middle60,madev_3,trend,0.049376192,0.063148403,0.082168009,0.064897535,0.063148403,True,True,True,0.064897535,-0.135851072
middle60,distmin_60,trend,0.079176961,0.022071286,0.084993326,0.062080524,0.079176961,True,True,True,0.062080524,-0.155224182
middle60,emadev_5,trend,0.062392791,0.038562859,0.083210906,0.061388852,0.062392791,True,True,True,0.061388852,-0.133649940
middle60,madev_5,trend,0.056017083,0.040981499,0.083000740,0.059999774,0.056017083,True,True,True,0.059999774,-0.128000223
middle60,emadev_10,trend,0.066966451,0.016965807,0.080632149,0.054854802,0.066966451,True,True,True,0.054854802,-0.128658294
middle60,rsv_5,trend,0.045098600,0.037017829,0.079361619,0.053826016,0.045098600,True,True,True,0.053826016,-0.111629877
middle60,madev_10,trend,0.062103233,0.020351632,0.073780304,0.052078390,0.062103233,True,True,True,0.052078390,-0.118555842
middle60,emadev_20,trend,0.067552730,0.001484899,0.079025109,0.049354246,0.067552730,True,True,True,0.049354246,-0.127213236
middle60,emadev_60,trend,0.062443124,0.001954646,0.072668034,0.045688601,0.062443124,True,True,True,0.045688601,-0.126047094
middle60,madev_20,trend,0.062198837,-0.006808818,0.075870966,0.043753662,0.062198837,False,True,False,0.043753662,-0.113142611
middle60,slope_5,trend,0.048806243,0.013054404,0.068389864,0.043416837,0.048806243,True,True,True,0.043416837,-0.092887055
middle60,madev_30,trend,0.062786060,-0.006587850,0.073917368,0.043371859,0.062786060,False,True,False,0.043371859,-0.117712140
middle60,madev_60,trend,0.056229309,-0.005985366,0.068762540,0.039668828,0.056229309,False,True,False,0.039668828,-0.115241492
middle60,rsv_10,trend,0.039040804,0.008987179,0.056631482,0.034886488,0.039040804,True,True,True,0.034886488,-0.085557526
middle60,rsv_20,trend,0.036851298,-0.016097366,0.053221364,0.024658432,0.036851298,False,True,False,0.024658432,-0.071692698
middle60,slope_10,trend,0.042744684,-0.011531306,0.039117788,0.023443722,0.039117788,False,True,False,0.023443722,-0.065942786
middle60,ma_5_over_20,trend,0.043009998,-0.030651201,0.052229705,0.021529501,0.043009998,False,True,False,0.021529501,-0.065871771
middle60,rsv_60,trend,0.039235312,-0.018620497,0.043798574,0.021471130,0.039235312,False,True,False,0.021471130,-0.073553011
middle60,slope_20,trend,0.037322690,-0.029368085,0.056032357,0.021328987,0.037322690,False,True,False,0.021328987,-0.065332616
middle60,slope_60,trend,0.029201064,-0.008103343,0.033850379,0.018316033,0.029201064,False,True,False,0.018316033,-0.062547345
middle60,ma_20_over_60,trend,0.027256058,-0.009542625,0.033496877,0.017070103,0.027256058,False,True,False,0.017070103,-0.064821021
middle60,ma_10_over_20,trend,0.032909726,-0.033942280,0.050872782,0.016613409,0.032909726,False,True,False,0.016613409,-0.054839290
middle60,distmax_20,trend,0.001988493,-0.058779010,0.009059332,-0.015910395,0.001988493,False,False,False,0.015910395,0.030542660
middle60,distmax_60,trend,0.003863367,-0.050469473,0.008051597,-0.012851503,0.003863367,False,False,False,0.012851503,0.012977473
middle60,rsq_60,trend,-0.004077022,0.003856000,0.028128622,0.009302533,0.003856000,False,False,False,0.009302533,-0.008964615
middle60,rsq_10,trend,-0.008450556,0.008464463,-0.021069519,-0.007018537,-0.008450556,False,False,False,0.007018537,0.019318828
middle60,rsq_20,trend,-0.008356672,0.016089641,0.007470042,0.005067670,0.007470042,False,False,False,0.005067670,0.001176498
middle60,rsq_5,trend,-0.004259900,0.005627772,-0.007497499,-0.002043209,-0.004259900,False,False,False,0.002043209,0.022201927
middle60,distmax_5,trend,-0.002847278,-0.014829664,0.018999684,0.000440914,-0.002847278,False,True,False,0.000440914,0.024905478
middle60,gkvol_5,volatility,0.087592333,0.090624322,0.087353832,0.088523496,0.087592333,True,True,True,0.088523496,-0.239294797
middle60,gkvol_10,volatility,0.084135186,0.089519052,0.084276543,0.085976927,0.084276543,True,True,True,0.085976927,-0.229937630
middle60,parkinson_5,volatility,0.083410319,0.092528428,0.078794574,0.084911107,0.083410319,True,True,True,0.084911107,-0.230482526
middle60,gkvol_20,volatility,0.081788775,0.091515317,0.080113802,0.084472631,0.081788775,True,True,True,0.084472631,-0.220635298
middle60,parkinson_10,volatility,0.080968562,0.093045326,0.077943615,0.083985834,0.080968562,True,True,True,0.083985834,-0.224649990
middle60,parkinson_20,volatility,0.081118015,0.094235834,0.076215023,0.083856291,0.081118015,True,True,True,0.083856291,-0.217653998
middle60,atr_5,volatility,0.079008851,0.089943342,0.075208457,0.081386883,0.079008851,True,True,True,0.081386883,-0.224276451
middle60,atr_10,volatility,0.074578269,0.090925472,0.072861297,0.079455013,0.074578269,True,True,True,0.079455013,-0.214959533
middle60,atr_20,volatility,0.069922085,0.092833633,0.068400665,0.077052128,0.069922085,True,True,True,0.077052128,-0.201324652
middle60,stdret_20,volatility,0.074782859,0.090664491,0.063561942,0.076336431,0.074782859,True,True,True,0.076336431,-0.193644907
middle60,gkvol_60,volatility,0.068959020,0.084206592,0.063985934,0.072383849,0.068959020,True,True,True,0.072383849,-0.187970692
middle60,parkinson_60,volatility,0.068612213,0.084952512,0.062380890,0.071981872,0.068612213,True,True,True,0.071981872,-0.186523650
middle60,stdret_10,volatility,0.063377000,0.085671307,0.058299672,0.069115993,0.063377000,True,True,True,0.069115993,-0.184999004
middle60,stdret_60,volatility,0.067276665,0.081545473,0.056641842,0.068487993,0.067276665,True,True,True,0.068487993,-0.174734120
middle60,atr_60,volatility,0.048397749,0.085196808,0.048484155,0.060692904,0.048484155,True,True,True,0.060692904,-0.154860362
middle60,stdret_5,volatility,0.055601053,0.073828695,0.044457960,0.057962569,0.055601053,True,True,True,0.057962569,-0.162775045
middle60,downvol_60,volatility,0.042809377,0.081173092,0.042145735,0.055376068,0.042809377,True,True,True,0.055376068,-0.139812217
middle60,downvol_20,volatility,0.038045074,0.086945773,0.037579756,0.054190201,0.038045074,True,True,True,0.054190201,-0.132077389
middle60,downvol_10,volatility,0.024143037,0.083521510,0.028456331,0.045373626,0.028456331,True,True,True,0.045373626,-0.112860540
middle60,downvol_5,volatility,0.006069519,0.041688566,-0.011728889,0.012009732,0.006069519,False,True,False,0.012009732,-0.055823828
middle60,logvol_std_20,volume,0.053048299,0.065182059,0.047965858,0.055398739,0.053048299,True,True,True,0.055398739,-0.123555079
middle60,volratio_60,volume,0.062125575,0.035838889,0.060486696,0.052817053,0.060486696,True,True,True,0.052817053,-0.137758813
middle60,logvol_std_5,volume,0.052975756,0.053180404,0.048432445,0.051529535,0.052975756,True,True,True,0.051529535,-0.116390550
middle60,volchg_20,volume,0.052018025,0.037873955,0.043781015,0.044557665,0.043781015,True,True,True,0.044557665,-0.110121265
middle60,logvol_std_60,volume,0.048573379,0.053633299,0.028737683,0.043648120,0.048573379,True,True,True,0.043648120,-0.090431646
middle60,volratio_20,volume,0.044047894,0.026719277,0.044413773,0.038393648,0.044047894,True,True,True,0.038393648,-0.096000430
middle60,volchg_5,volume,0.048120133,0.027453157,0.032834151,0.036135814,0.032834151,True,True,True,0.036135814,-0.082372424
middle60,volratio_10,volume,0.038041562,0.028874637,0.035104349,0.034006849,0.035104349,True,True,True,0.034006849,-0.078602545
middle60,volratio_5,volume,0.028863793,0.027551880,0.024561122,0.026992265,0.027551880,True,True,True,0.026992265,-0.061591090
middle60,volratio_3,volume,0.022967436,0.030607748,0.014112576,0.022562587,0.022967436,True,True,True,0.022562587,-0.052839762
middle60,volchg_1,volume,0.018851038,0.028041077,0.003523674,0.016805263,0.018851038,True,True,True,0.016805263,-0.040171639
middle60,corr_ret_dlogamt_5,volume_price,0.059954575,0.033978469,0.055938654,0.049957233,0.055938654,True,True,True,0.049957233,-0.123843489
middle60,corr_ret_dlogvol_5,volume_price,0.059671927,0.033047327,0.056355630,0.049691628,0.056355630,True,True,True,0.049691628,-0.122099033
middle60,corr_ret_dlogamt_20,volume_price,0.058794142,0.033352624,0.050648188,0.047598318,0.050648188,True,True,True,0.047598318,-0.129953404
middle60,corr_ret_dlogvol_20,volume_price,0.057108019,0.031267469,0.047862122,0.045412537,0.047862122,True,True,True,0.045412537,-0.124924864
top20,amtratio_60,amount,-0.006657639,-0.034937427,-0.011928380,-0.017841149,-0.011928380,True,True,True,0.017841149,0.107618581
top20,amtratio_20,amount,-0.007051308,-0.024139264,-0.014052502,-0.015081025,-0.014052502,True,True,True,0.015081025,0.086974530
top20,amtchg_1,amount,-0.005435517,-0.000454717,-0.029564819,-0.011818351,-0.005435517,True,False,False,0.011818351,0.034622398
top20,amtratio_3,amount,-0.005540854,-0.003558889,-0.026282687,-0.011794143,-0.005540854,True,False,False,0.011794143,0.035100872
top20,logamt_std_60,amount,0.009169878,0.006641814,0.017307449,0.011039714,0.009169878,True,False,False,0.011039714,0.041535052
top20,amtchg_20,amount,-0.001064853,-0.021074059,-0.010549695,-0.010896202,-0.010549695,True,True,True,0.010896202,0.082542524
top20,amtratio_5,amount,-0.003101990,-0.008931333,-0.019185419,-0.010406247,-0.008931333,True,False,False,0.010406247,0.042727505
top20,logamt_std_20,amount,0.008834145,-0.008189357,0.029770975,0.010138588,0.008834145,False,False,False,0.010138588,0.057006864
top20,amtratio_10,amount,-0.004078917,-0.012511515,-0.013475046,-0.010021826,-0.012511515,True,True,True,0.010021826,0.060233090
top20,logamt_std_5,amount,0.009473442,-0.015332050,0.026877075,0.007006156,0.009473442,False,True,False,0.007006156,0.056626010
top20,amtchg_5,amount,0.005273518,-0.013715460,-0.010650912,-0.006364285,-0.010650912,False,True,False,0.006364285,0.045056806
top20,kup__csr_d0,cross_section_rank,-0.031318185,-0.038984682,-0.035626526,-0.035309798,-0.035626526,True,True,True,0.035309798,-0.059933677
top20,csr_ret_1,cross_section_rank,0.018007027,0.031591049,0.052234322,0.033944133,0.031591049,True,True,True,0.033944133,0.003484886
top20,csr_madev_5,cross_section_rank,0.023032541,0.020911828,0.049336890,0.031093753,0.023032541,True,True,True,0.031093753,0.022110357
top20,ret_2__csr_d0,cross_section_rank,0.018811771,0.024846170,0.048281111,0.030646351,0.024846170,True,True,True,0.030646351,0.017052711
top20,csr_ret_3,cross_section_rank,0.023787970,0.012483858,0.044470133,0.026913987,0.023787970,True,True,True,0.026913987,0.032030513
top20,csr_ret_5,cross_section_rank,0.025798513,0.016772029,0.037095757,0.026555433,0.025798513,True,True,True,0.026555433,0.046879726
top20,kmid__csr_d0,cross_section_rank,0.009543164,0.025815187,0.040874649,0.025411000,0.025815187,True,True,True,0.025411000,-0.026309920
top20,klen__csr_d0,cross_section_rank,-0.023659977,-0.037657630,-0.011840612,-0.024386073,-0.023659977,True,True,True,0.024386073,0.083760461
top20,volratio_60__csr_d0,cross_section_rank,-0.010216931,-0.035251236,-0.013399767,-0.019622645,-0.013399767,True,True,True,0.019622645,0.101542086
top20,csr_volratio_20,cross_section_rank,-0.009989002,-0.024720186,-0.016137232,-0.016948807,-0.016137232,True,True,True,0.016948807,0.080561754
top20,csr_amtratio_20,cross_section_rank,-0.007051308,-0.024139264,-0.014052502,-0.015081025,-0.014052502,True,True,True,0.015081025,0.086974530
top20,csr_volratio_5,cross_section_rank,-0.005007758,-0.010113377,-0.023250813,-0.012790649,-0.010113377,True,True,True,0.012790649,0.038899535
top20,distmax_20__csr_d0,cross_section_rank,0.023474376,0.004814058,0.007325362,0.011871265,0.007325362,True,False,False,0.011871265,0.052401591
top20,csr_illiq_20,cross_section_rank,0.017142220,0.030361298,-0.014252535,0.011083661,0.017142220,False,True,False,0.011083661,0.059697877
top20,csr_madev_20,cross_section_rank,0.019451088,-0.010943908,0.022749290,0.010418823,0.019451088,False,True,False,0.010418823,0.088736975
top20,csr_amtratio_5,cross_section_rank,-0.003101990,-0.008931333,-0.019185419,-0.010406247,-0.008931333,True,False,False,0.010406247,0.042727505
top20,csr_stdret_5,cross_section_rank,-0.013233004,-0.023060121,0.013117833,-0.007725097,-0.013233004,False,True,False,0.007725097,0.110967921
top20,csr_ret_10,cross_section_rank,0.020385218,-0.008068592,0.009770218,0.007362281,0.009770218,False,False,False,0.007362281,0.087703235
top20,gap_open__csr_d0,cross_section_rank,0.002019803,0.008231701,0.008064203,0.006105236,0.008064203,True,False,False,0.006105236,0.063016543
top20,csr_ret_20,cross_section_rank,0.021283759,-0.017437186,0.014196452,0.006014342,0.014196452,False,True,False,0.006014342,0.098116852
top20,csr_rsv_20,cross_section_rank,0.011340217,-0.013779744,0.011759219,0.003106564,0.011340217,False,True,False,0.003106564,0.098102049
top20,rsv_60__csr_d0,cross_section_rank,0.011776607,-0.023898070,0.004172104,-0.002649786,0.004172104,False,True,False,0.002649786,0.114611572
top20,ma_20_over_60__csr_d0,cross_section_rank,0.006507320,-0.017916856,0.004829569,-0.002193322,0.004829569,False,False,False,0.002193322,0.069806095
top20,ma_5_over_20__csr_d0,cross_section_rank,0.014644392,-0.019730206,0.011205748,0.002039978,0.011205748,False,True,False,0.002039978,0.085319862
top20,madev_60__csr_d0,cross_section_rank,0.014229782,-0.022014563,0.012872134,0.001695784,0.012872134,False,True,False,0.001695784,0.104512486
top20,downvol_20__csr_d0,cross_section_rank,-0.018830830,-0.011813527,0.025644664,-0.001666564,-0.011813527,False,True,False,0.001666564,0.044477261
top20,csr_stdret_20,cross_section_rank,-0.007608402,-0.022846428,0.033640952,0.001062041,-0.007608402,False,True,False,0.001062041,0.094903915
top20,csr_ret_60,cross_section_rank,0.013699370,-0.018081614,0.006878979,0.000832245,0.006878979,False,True,False,0.000832245,0.095076973
top20,stdret_60__csr_d0,cross_section_rank,-0.011951897,-0.019889138,0.030333675,-0.000502453,-0.011951897,False,True,False,0.000502453,0.067530722
top20,corr_ret_dlogvol_20__csr_d0,cross_section_rank,0.009481491,-0.010025695,0.001703890,0.000386562,0.001703890,False,False,False,0.000386562,-0.007036004
top20,klow__csr_d0,cross_section_rank,-0.002897743,-0.003340406,0.006326036,0.000029296,-0.002897743,False,False,False,0.000029296,-0.137033821
top20,ksft,kbar,0.023856453,0.045121520,0.053979817,0.040985930,0.045121520,True,True,True,0.040985930,-0.078528161
top20,kup,kbar,-0.031318185,-0.038984682,-0.035626526,-0.035309798,-0.035626526,True,True,True,0.035309798,-0.059933677
top20,ksft2,kbar,0.015066741,0.038903805,0.049498677,0.034489741,0.038903805,True,True,True,0.034489741,-0.082035516
top20,kup2,kbar,-0.022124721,-0.025016570,-0.032355863,-0.026499051,-0.025016570,True,True,True,0.026499051,-0.068162224
top20,kmid,kbar,0.009543164,0.025815187,0.040874649,0.025411000,0.025815187,True,True,True,0.025411000,-0.026309920
top20,klen,kbar,-0.023659977,-0.037657630,-0.011840612,-0.024386073,-0.023659977,True,True,True,0.024386073,0.083760461
top20,gap_low,kbar,0.008066451,0.023103507,0.026223599,0.019131186,0.023103507,True,True,True,0.019131186,0.046632292
top20,kmid2,kbar,0.003550718,0.017648676,0.030591362,0.017263585,0.017648676,True,True,True,0.017263585,-0.010764098
top20,klow2,kbar,0.004190217,0.022214397,0.010735632,0.012380082,0.010735632,True,True,True,0.012380082,-0.193493860
top20,gap_open,kbar,0.002019803,0.008231701,0.008064203,0.006105236,0.008064203,True,False,False,0.006105236,0.063016543
top20,gap_high,kbar,-0.003265144,-0.005257380,0.018858238,0.003445238,-0.003265144,False,False,False,0.003445238,0.101924443
top20,klow,kbar,-0.002897743,-0.003340406,0.006326036,0.000029296,-0.002897743,False,False,False,0.000029296,-0.137033821
top20,flag_limit_up,limit,0.045446962,0.030556893,0.055909838,0.043971231,0.045446962,True,True,True,0.043971231,0.270109466
top20,limit_up_count_5,limit,0.043420830,0.016044145,0.051905841,0.037123605,0.043420830,True,True,True,0.037123605,0.255838212
top20,limit_up_count_20,limit,0.035601223,0.002989853,0.038175056,0.025588711,0.035601223,True,True,True,0.025588711,0.210676488
top20,days_since_limit_up,limit,-0.029918315,0.000873309,-0.036233365,-0.021759457,-0.029918315,False,True,False,0.021759457,-0.155374000
top20,limit_up_count_60,limit,0.028598741,-0.000539597,0.035865514,0.021308219,0.028598741,False,True,False,0.021308219,0.138619084
top20,limit_down_count_20,limit,0.015772342,0.008626404,0.023318809,0.015905852,0.015772342,True,True,True,0.015905852,0.093501440
top20,limit_down_count_60,limit,0.014041344,0.004457387,0.021202460,0.013233730,0.014041344,True,True,True,0.013233730,0.088653952
top20,limit_down_count_5,limit,0.010148114,0.009915991,0.017934970,0.012666358,0.010148114,True,True,True,0.012666358,0.069514799
top20,days_since_limit_down,limit,-0.013031562,-0.004581298,-0.020333018,-0.012648626,-0.013031562,True,True,True,0.012648626,-0.087643323
top20,flag_limit_down,limit,0.002088597,-0.015021154,-0.006740497,-0.006557685,-0.006740497,False,False,False,0.006557685,-0.004577304
top20,illiq_5,liquidity,0.017046221,0.033356625,-0.010886376,0.013172157,0.017046221,False,True,False,0.013172157,0.068848748
top20,illiq_1,liquidity,0.015918107,0.028278241,-0.006139475,0.012685624,0.015918107,False,True,False,0.012685624,0.121053226
top20,illiq_20,liquidity,0.017142220,0.030361298,-0.014252535,0.011083661,0.017142220,False,True,False,0.011083661,0.059697877
top20,illiq_60,liquidity,0.016211211,0.026805034,-0.015475994,0.009180084,0.016211211,False,True,False,0.009180084,0.064688417
top20,market_amount_ratio_20,market,,,,,,False,False,False,,
top20,market_breadth_up,market,,,,,,False,False,False,,
top20,market_dispersion_ret_1,market,,,,,,False,False,False,,
top20,market_dispersion_ret_5,market,,,,,,False,False,False,,
top20,market_limit_down_ratio,market,,,,,,False,False,False,,
top20,market_limit_up_ratio,market,,,,,,False,False,False,,
top20,market_mean_ret_1,market,,,,,,False,False,False,,
top20,market_median_ret_1,market,,,,,,False,False,False,,
top20,market_median_ret_20,market,,,,,,False,False,False,,
top20,market_median_ret_5,market,,,,,,False,False,False,,
top20,relret_1,relative,0.018007027,0.031591049,0.052234322,0.033944133,0.031591049,True,True,True,0.033944133,0.003484886
top20,relret_5,relative,0.025798513,0.016772029,0.037095757,0.026555433,0.025798513,True,True,True,0.026555433,0.046879726
top20,relvolratio_20,relative,-0.009989002,-0.024720186,-0.016137232,-0.016948807,-0.016137232,True,True,True,0.016948807,0.080561754
top20,relamtratio_20,relative,-0.007051308,-0.024139264,-0.014052502,-0.015081025,-0.014052502,True,True,True,0.015081025,0.086974530
top20,relilliq_20,relative,0.017142220,0.030361298,-0.014252535,0.011083661,0.017142220,False,True,False,0.011083661,0.059697877
top20,relret_20,relative,0.021283759,-0.017437186,0.014196452,0.006014342,0.014196452,False,True,False,0.006014342,0.098116852
top20,relstd_20,relative,-0.007608402,-0.022846428,0.033640952,0.001062041,-0.007608402,False,True,False,0.001062041,0.094903915
top20,relret_60,relative,0.013699370,-0.018081614,0.006878979,0.000832245,0.006878979,False,True,False,0.000832245,0.095076973
top20,ret_1,return,0.018007027,0.031591049,0.052234322,0.033944133,0.031591049,True,True,True,0.033944133,0.003484886
top20,ret_2,return,0.018811771,0.024846170,0.048281111,0.030646351,0.024846170,True,True,True,0.030646351,0.017052711
top20,ret_3,return,0.023787970,0.012483858,0.044470133,0.026913987,0.023787970,True,True,True,0.026913987,0.032030513
top20,ret_5,return,0.025798513,0.016772029,0.037095757,0.026555433,0.025798513,True,True,True,0.026555433,0.046879726
top20,ret_10,return,0.020385218,-0.008068592,0.009770218,0.007362281,0.009770218,False,False,False,0.007362281,0.087703235
top20,ret_20,return,0.021283759,-0.017437186,0.014196452,0.006014342,0.014196452,False,True,False,0.006014342,0.098116852
top20,ret_20_minus_60,return,-0.002410591,0.009089753,0.001230957,0.002636706,0.001230957,False,False,False,0.002636706,-0.034819343
top20,ret_30,return,0.011496756,-0.017565137,0.013650927,0.002527515,0.011496756,False,True,False,0.002527515,0.098606681
top20,ret_60,return,0.013699370,-0.018081614,0.006878979,0.000832245,0.006878979,False,True,False,0.000832245,0.095076973
top20,ret_5_minus_20,return,-0.012644017,0.017116907,-0.002596720,0.000625390,-0.002596720,False,True,False,0.000625390,-0.061111602
top20,distmax_5,trend,0.032537455,0.043837189,0.034334047,0.036902897,0.034334047,True,True,True,0.036902897,0.012531530
top20,madev_3,trend,0.018271918,0.027455436,0.052241258,0.032656204,0.027455436,True,True,True,0.032656204,0.007736898
top20,madev_5,trend,0.023032541,0.020911828,0.049336890,0.031093753,0.023032541,True,True,True,0.031093753,0.022110357
top20,emadev_5,trend,0.024343435,0.019684354,0.043875978,0.029301256,0.024343435,True,True,True,0.029301256,0.033416895
top20,rsv_5,trend,0.014654891,0.019733918,0.049185935,0.027858248,0.019733918,True,True,True,0.027858248,0.015484393
top20,slope_5,trend,0.024116765,0.014430027,0.044585705,0.027710832,0.024116765,True,True,True,0.027710832,0.039202919
top20,emadev_10,trend,0.024157729,0.008284746,0.032975079,0.021805851,0.024157729,True,True,True,0.021805851,0.060694826
top20,madev_10,trend,0.020298838,0.012626645,0.028650287,0.020525257,0.020298838,True,True,True,0.020525257,0.055919919
top20,distmin_5,trend,0.001005438,-0.008104812,0.051098952,0.014666526,0.001005438,False,False,False,0.014666526,0.036710694
top20,rsv_10,trend,0.009120738,0.008440442,0.023290125,0.013617102,0.009120738,True,False,False,0.013617102,0.062233340
top20,emadev_20,trend,0.022397802,-0.006134643,0.023186628,0.013149929,0.022397802,False,True,False,0.013149929,0.085140475
top20,distmax_20,trend,0.023474376,0.004814058,0.007325362,0.011871265,0.007325362,True,False,False,0.011871265,0.052401591
top20,madev_20,trend,0.019451088,-0.010943908,0.022749290,0.010418823,0.019451088,False,True,False,0.010418823,0.088736975
top20,rsq_10,trend,-0.022621333,-0.003877353,0.004165673,-0.007444338,-0.003877353,False,False,False,0.007444338,0.028164970
top20,madev_30,trend,0.018206749,-0.012623223,0.016644664,0.007409397,0.016644664,False,True,False,0.007409397,0.095642064
top20,slope_10,trend,0.013195077,-0.000538688,0.005072369,0.005909586,0.005072369,False,False,False,0.005909586,0.073643204
top20,rsq_5,trend,0.006490337,-0.003275950,0.011801939,0.005005442,0.006490337,False,False,False,0.005005442,0.035960231
top20,distmax_60,trend,0.021309451,-0.006927366,0.000032699,0.004804928,0.000032699,False,False,False,0.004804928,0.058622609
top20,rsq_60,trend,-0.015159263,-0.013138467,0.014057593,-0.004746712,-0.013138467,False,True,False,0.004746712,0.030449054
top20,emadev_60,trend,0.017471612,-0.017103737,0.013010082,0.004459319,0.013010082,False,True,False,0.004459319,0.102087167
top20,rsv_20,trend,0.011340217,-0.013779744,0.011759219,0.003106564,0.011340217,False,True,False,0.003106564,0.098102049
top20,rsv_60,trend,0.011776607,-0.023898070,0.004172104,-0.002649786,0.004172104,False,True,False,0.002649786,0.114611572
