trade_date,rank_ic,top_return,top_excess,turnover,auxiliary_floor_top_bottom_spread
20230103,0.12354395541853418,0.0058219817971683794,0.0011836772478657732,,0.0069865138253872323
20230104,0.024531164561784478,0.0048296383798273369,-0.0006923393395746151,0.29532710280373831,0.0032363769723864869
20230105,0.00425548612577207,-0.0057567311264462738,-0.0033169469426654013,0.35778175313059035,0.0032571542270957649
20230106,-0.032028746739249048,0.004812042749695696,-0.001022670127524568,0.95814479638009054,-0.0016668492665278187
20230109,0.089361707902776116,-0.00079407403169005095,0.0013448099972629473,0.92532088681446911,0.0017707288807199024
20230110,0.13033280022708554,-0.0071982721814757662,0.00085911933218785121,0.90617577197149646,0.0055735248685740485
20230111,0.25733332349552379,0.0047876005014114483,0.0047847192786155636,0.88391777509068925,0.012047948459889737
20230112,0.10123732993214803,0.0058804119468690722,0.0017733621040022561,0.86887254901960786,0.013596404028282109
20230113,0.049336895429842827,0.0093706826941022288,-0.00035210807082795142,0.97555555555555551,0.0066027919259371249
20230116,-0.015413883076714379,-0.004185945003136563,-0.0017548427895997701,0.33152173913043481,0.00037746683764011777
20230117,0.04970441793695262,0.0010174209509674693,-0.0031435340638698043,0.96166854565952653,0.0028629350488674774
20230118,0.01297567976926366,0.0013138534374691787,-0.0038186049867902695,0.95227272727272727,-7.0326198992056235e-05
20230119,-0.0070033398409742346,0.0081527813912056889,-0.00096955151919460303,0.29259259259259263,0.0024940876285190717
20230120,0.079294604839562702,0.015884707805585905,0.0021129319947037796,0.30952380952380953,0.0031177886046585192
20230130,0.094428968410586983,0.0054911287515052535,0.0015265875612541155,0.98675496688741726,0.0080808831237572914
20230131,0.039684106001667767,0.015226437940022191,-0.00024438955876447677,0.98447893569844791,-2.171696370576251e-06
20230201,0.17751260902809443,0.0063980959824555235,0.0046554038149057113,0.45622895622895621,0.0098994679795902044
20230202,0.10647027783799584,0.0065905650398198901,0.0076541273162044014,0.99561883899233294,0.012132065449890143
20230203,-0.05393215403238439,-0.0051298681356275336,-0.0032844266850840876,0.91774383078730903,-0.006502551794551361
20230206,0.098116332596865696,0.007508871612581419,0.00071787104735602635,0.90887573964497037,0.0043827827352535863
20230207,0.18901586525889208,-0.001869454110529765,0.0030572855782106038,0.96049661399548536,0.010331459581552405
20230208,0.21384081589046033,0.020970891123330913,0.0090018272923081833,0.78335535006605017,0.017201279291608237
20230209,0.10416283384984394,0.00022488360123342646,0.00076838086854396129,0.7868421052631579,0.0071378912514019422
20230210,0.02762944049907395,0.011315522503252249,0.0011489419705115744,0.33393501805054149,-0.00032000661624338039
20230213,0.13277055049463488,0.0032676707681207695,0.0022629963934180154,0.32058287795992713,0.0078215804025534505
20230214,0.084653712822554794,0.0072634182339010858,0.0052953765524668319,0.32363636363636361,0.0048772241602929398
20230215,0.10783510508013774,-0.023960928980718083,-0.0021400345903915506,0.31444241316270571,0.0053508300293697783
20230216,0.090776211132911011,-0.0019972190636907941,0.0021503577882765888,0.97671840354767181,0.0066434507876644323
20230217,0.17228710549266554,0.020021728868059849,0.0072235137348039651,0.91431924882629112,0.016228038272908862
20230220,0.035065374123224795,0.0030715195256735754,-0.0015697997829008637,0.96871508379888271,0.0027767604199403382
20230221,-0.013419191046172101,0.0032779845317027199,0.0022115500376724394,0.31386861313868608,0.0036693988211045688
20230222,0.012725029518091837,-0.0017100056762777878,0.00039000626710199507,0.2806691449814126,0.0034879242707042506
20230223,0.091211782505683445,0.00027736590320256478,0.0027711510056968049,0.28252788104089221,0.008520412792728466
20230224,0.082104508012759134,-0.006558663941545903,0.0017636848302274057,0.2806691449814126,0.0029619379475117821
20230227,0.20782747766838358,0.015298288462782708,0.0054308131694160572,0.97111111111111115,0.011488962182386635
20230228,0.087410552685889056,0.011826947106408317,0.0033237002562249394,0.97787610619469023,0.0068289089922070872
20230301,0.22078912772945669,8.0696683098314406e-05,0.0033638859843923606,0.29889298892988925,0.007885095696276382
20230302,-0.074987357957863626,-0.0041794527779847757,-0.0040613634329978877,0.60574018126888218,-0.0025014088808517007
20230303,0.059959537438375017,0.0022188700772362902,0.0019575380190700545,0.61469265367316339,0.0050641598634512701
20230306,0.13367848586511805,-0.018407744331375837,0.0013606586779707323,0.86066584463625151,0.0025634557016352665
