trade_date,prediction_spearman,top10_jaccard,top10_overlap,top_size,intersection,top10_exclusive_union_fraction,top10_per_model_exclusive_fraction
20220104,0.72184665392601355,0.6207513416815742,0.76600441501103755,453,347,0.3792486583184258,0.23399558498896245
20220105,0.79398318040958782,0.5190713101160862,0.68340611353711789,458,313,0.4809286898839138,0.31659388646288211
20220106,0.75345330987535164,0.6789667896678967,0.8087912087912088,455,368,0.3210332103321033,0.1912087912087912
20220107,0.81257280003217858,0.66969147005444651,0.80217391304347829,460,369,0.33030852994555349,0.19782608695652171
20220110,0.73992755517491182,0.60281195079086114,0.7521929824561403,456,343,0.39718804920913886,0.2478070175438597
20220111,0.85352134925140755,0.65942028985507251,0.79475982532751088,458,364,0.34057971014492749,0.20524017467248912
20220112,0.61715001128330849,0.65090909090909088,0.78854625550660795,454,358,0.34909090909090912,0.21145374449339205
20220113,0.79938701282053304,0.69003690036900367,0.81659388646288211,458,374,0.30996309963099633,0.18340611353711789
20220114,0.81210441217813845,0.68324125230202581,0.81181619256017501,457,371,0.31675874769797419,0.18818380743982499
20220117,0.71760629150840738,0.59226713532513175,0.74392935982339958,453,337,0.40773286467486825,0.25607064017660042
20220118,0.81596631183691515,0.61052631578947369,0.75816993464052285,459,348,0.38947368421052631,0.24183006535947715
20220119,0.77370495717176135,0.65045045045045047,0.78820960698689957,458,361,0.34954954954954953,0.21179039301310043
20220120,0.80181420797286185,0.61971830985915488,0.76521739130434785,460,352,0.38028169014084512,0.23478260869565215
20220121,0.77902419885577057,0.52491694352159468,0.68845315904139437,459,316,0.47508305647840532,0.31154684095860563
20220124,0.84144700697360753,0.63279857397504458,0.77510917030567683,458,355,0.36720142602495542,0.22489082969432317
20220125,0.69385747376162876,0.62323943661971826,0.76789587852494579,461,354,0.37676056338028174,0.23210412147505421
20220126,0.44514683182319459,0.38577912254160363,0.55676855895196509,458,255,0.61422087745839637,0.44323144104803491
20220127,0.82072564889518129,0.7308411214953271,0.84449244060475159,463,391,0.2691588785046729,0.15550755939524841
20220128,0.44713997801956029,0.40706605222734255,0.57860262008733621,458,265,0.5929339477726574,0.42139737991266379
20220207,0.76989771983422284,0.60070671378091878,0.7505518763796909,453,340,0.39929328621908122,0.2494481236203091
20220208,0.73701522845168022,0.5743944636678201,0.72967032967032963,455,332,0.4256055363321799,0.27032967032967037
20220209,0.72698938419291481,0.59226713532513175,0.74392935982339958,453,337,0.40773286467486825,0.25607064017660042
20220210,0.74021592736839992,0.57388316151202745,0.72925764192139741,458,334,0.42611683848797255,0.27074235807860259
20220211,0.78893037874597216,0.59098786828422878,0.7429193899782135,459,341,0.40901213171577122,0.2570806100217865
20220214,0.82887122858175777,0.48936170212765956,0.65714285714285714,455,299,0.5106382978723405,0.34285714285714286
20220215,0.79162262033023945,0.49918166939443537,0.66593886462882101,458,305,0.50081833060556469,0.33406113537117899
20220216,0.66532121600352667,0.54391891891891897,0.70459518599562365,457,322,0.45608108108108103,0.29540481400437635
20220217,0.75806552412739581,0.50986842105263153,0.6753812636165577,459,310,0.49013157894736847,0.3246187363834423
20220218,0.62040193901433804,0.58275862068965523,0.73638344226579522,459,338,0.41724137931034477,0.26361655773420478
20220221,0.6767274997641578,0.68401486988847582,0.8123620309050773,453,368,0.31598513011152418,0.1876379690949227
20220222,0.84741129723787278,0.4854368932038835,0.65359477124183007,459,300,0.5145631067961165,0.34640522875816993
20220223,0.75200864147739788,0.65693430656934304,0.79295154185022021,454,360,0.34306569343065696,0.20704845814977979
20220224,0.69998482915833971,0.51067323481116589,0.67608695652173911,460,311,0.48932676518883411,0.32391304347826089
20220225,0.63185853013798232,0.63279857397504458,0.77510917030567683,458,355,0.36720142602495542,0.22489082969432317
20220228,0.78623183143547781,0.66304347826086951,0.79738562091503273,459,366,0.33695652173913049,0.20261437908496727
20220301,0.63259170652303187,0.67153284671532842,0.80349344978165937,458,368,0.32846715328467158,0.19650655021834063
20220302,0.66194919355624682,0.70577281191806329,0.82751091703056767,458,379,0.29422718808193671,0.17248908296943233
20220303,0.73161621350405981,0.63734290843806107,0.77850877192982459,456,355,0.36265709156193893,0.22149122807017541
20220304,0.71069257250014839,0.68440366972477062,0.81263616557734208,459,373,0.31559633027522938,0.18736383442265792
20220307,0.73745868016103233,0.5820379965457686,0.73580786026200873,458,337,0.4179620034542314,0.26419213973799127
20220308,0.74450292880993008,0.65295169946332732,0.79004329004328999,462,365,0.34704830053667268,0.20995670995671001
20220309,0.45609354850824668,0.10204081632653061,0.18518518518518517,459,85,0.89795918367346939,0.81481481481481488
20220310,0.60188934273646855,0.62790697674418605,0.77142857142857146,455,351,0.37209302325581395,0.22857142857142854
20220311,0.77793789182437068,0.47896440129449835,0.64770240700218817,457,296,0.52103559870550165,0.35229759299781183
20220314,0.82757689936097545,0.56196943972835312,0.7195652173913043,460,331,0.43803056027164688,0.2804347826086957
20220315,0.78487552802667693,0.54957983193277316,0.70932754880694138,461,327,0.45042016806722684,0.29067245119305862
20220316,0.65341098410822351,0.57417102966841183,0.729490022172949,451,329,0.42582897033158817,0.270509977827051
20220317,0.77730580778695224,0.70300751879699253,0.82560706401766004,453,374,0.29699248120300747,0.17439293598233996
20220318,0.6759676727093088,0.61428571428571432,0.76106194690265483,452,344,0.38571428571428568,0.23893805309734517
20220321,0.71836520891800304,0.59363957597173145,0.74501108647450109,451,336,0.40636042402826855,0.25498891352549891
20220322,0.67410614457974238,0.48936170212765956,0.65714285714285714,455,299,0.5106382978723405,0.34285714285714286
20220323,0.7823719489799581,0.51243781094527363,0.67763157894736847,456,309,0.48756218905472637,0.32236842105263153
20220324,0.85187714213948729,0.63506261180679791,0.77680525164113789,457,355,0.36493738819320209,0.22319474835886211
20220325,0.83549668153714507,0.62566844919786091,0.76973684210526316,456,351,0.37433155080213909,0.23026315789473684
20220328,0.89179207885770184,0.6468468468468469,0.78555798687089717,457,359,0.3531531531531531,0.21444201312910283
20220329,0.82176247546753911,0.66243194192377497,0.79694323144104806,458,365,0.33756805807622503,0.20305676855895194
20220330,0.69339677774435005,0.60846560846560849,0.75657894736842102,456,345,0.39153439153439151,0.24342105263157898
