trade_date,rows,finite_predictions,nonfinite_predictions,finite_labels,ic_rows,return_eligible_rows,turnover_eligible_rows,return_top_count,return_bottom_count,turnover_top_count,rank_ic,top_return,top_excess,top_bottom_spread,turnover
20240205,4650,4650,0,4531,4531,4514,4633,452,451,464,0.31952551325834155,0.045949434461721547,0.02361803425676581,0.072839102313830853,0.91451990632318503
20240206,4650,4650,0,4533,4533,4383,4500,439,438,450,0.29967286396580317,-0.053709860921929344,-0.036312070806076062,0.00655233482822732,0.84010152284263961
20240207,4650,4650,0,4533,4533,4427,4544,443,442,455,0.51765626290383682,0.097088544840853913,0.031459733616685165,0.056049129303186354,0.96096440872560274
20240208,4650,4650,0,4534,4534,4026,4142,403,402,415,-0.01260548466051457,0.043857295271154395,0.011618980078468524,-0.021142874868963671,0.85072655217965654
20240219,4650,4650,0,4534,4534,4266,4382,427,426,439,0.37550036873285403,0.025602449768479075,0.013734404826187945,0.018340508056137125,0.7694524495677233
20240220,4650,4650,0,4534,4534,4381,4497,439,438,450,0.47234750126036762,0.039154960249545415,0.022368014626458148,0.036863617967861306,0.70972423802612483
20240221,4650,4650,0,4534,4534,4379,4495,438,437,450,0.48575131652876308,0.04073309790057901,0.017909719507800008,0.02403805870903308,0.64661654135338353
20240222,4650,4650,0,4533,4533,4437,4554,444,443,456,0.45440991072931236,0.048334807770066823,0.022423739555084692,0.02585125446690122,0.63141993957703924
20240223,4650,4650,0,4532,4532,4386,4504,439,438,451,0.25847448394429007,0.028063100930402932,0.014970841885618017,0.017304636917226123,0.63403614457831325
20240226,4650,4650,0,4532,4532,4412,4530,442,441,453,0.054966338005967258,0.029136327583576711,0.0026381313607204242,0.00078085316399032975,0.73919107391910743
20240227,4650,4650,0,4532,4532,4420,4538,442,442,454,0.30553581339191865,-0.040885274830131872,0.018379331667438506,0.046110742805640696,0.76933514246947077
20240228,4650,4650,0,4532,4532,4499,4617,450,449,462,0.062086138618850352,0.039113944061371787,0.0027523965021169494,0.0042003870582466712,0.77540106951871657
20240229,4650,4650,0,4532,4532,4421,4539,443,442,454,0.28255939670911512,0.016440246079295198,0.0063030828066810464,0.019550361503474091,0.81038961038961044
20240301,4650,4650,0,4532,4532,4452,4570,446,445,457,-0.06116677524481702,-0.0037215887100857455,-0.0053875789668103025,-0.0079112475754448477,0.76390773405698775
20240304,4650,4650,0,4532,4532,4445,4563,445,444,457,-0.086433782879774781,-0.025002899174411095,-0.010161073215924051,-0.0038513053171269421,0.59384615384615391
20240305,4650,4650,0,4530,4530,4472,4592,448,447,460,0.37769756823879441,0.026508446371757189,0.016111652260646731,0.023180067147126057,0.54675118858954042
20240306,4650,4650,0,4531,4531,4428,4547,443,442,455,0.25767774431680918,0.0027125147601470964,0.0098051810584595684,0.027772459002209687,0.50490196078431371
20240307,4650,4650,0,4530,4530,4460,4580,446,446,458,0.22763100510690434,0.020160430049229728,0.010067454253221475,0.016453942116828279,0.80653594771241832
20240308,4650,4650,0,4530,4530,4453,4573,446,445,458,0.11932646451332982,0.02475197831882479,0.0062649713825535316,0.013898682762150857,0.71708683473389356
20240311,4650,4650,0,4530,4530,4431,4551,444,443,456,0.13488286790362608,0.016461564786457987,0.0045579792955042202,0.012204766186276441,0.72167832167832169
20240312,4650,4650,0,4531,4531,4453,4572,446,445,458,0.10614376894552777,0.00034532140150044698,-0.00050883587835380594,0.0044984668002096065,0.69985775248933146
20240313,4650,4650,0,4531,4531,4469,4588,447,446,459,0.11752648451986482,-0.0055834566794134349,-0.00072510986563145089,0.010203418437188586,0.70297029702970293
20240314,4650,4650,0,4530,4530,4479,4599,448,447,460,0.25843422099989743,0.020180164275240602,0.0063903894555580321,0.011927363011526059,0.70197740112994356
20240315,4650,4650,0,4529,4529,4445,4566,445,444,457,0.10359738660647873,0.021901194288082952,0.0031535230358242863,-0.00017463072321683218,0.6272455089820359
20240318,4650,4650,0,4529,4529,4438,4559,444,443,456,0.23282426684170973,0.003464098783955258,0.0063699985241948212,0.014573147392013444,0.58009331259720054
20240319,4650,4650,0,4530,4530,4463,4583,447,446,459,0.16878300203042723,0.017344329623988054,0.0063145516553973144,0.006129724816701718,0.67583212735166431
20240320,4650,4650,0,4530,4530,4443,4563,445,444,457,0.15968124842815776,0.0041095630574908481,0.0027025526933394757,0.0065292787104600505,0.66860465116279078
20240321,4650,4650,0,4530,4530,4451,4571,446,445,458,0.13964718793860076,-0.0096964437341550986,0.0041704698454727504,0.0051160150898563548,0.78486055776892427
20240322,4650,4650,0,4530,4530,4464,4584,447,446,459,0.22743869500354791,-0.021082322432977096,0.0017850142070486956,0.025413682209621109,0.75745257452574521
20240325,4650,4650,0,4529,4529,4483,4604,449,448,461,0.014467560913801844,0.00076222374511705402,-9.1244008168881569e-05,0.008961465072797407,0.76344086021505375
20240326,4650,4650,0,4531,4531,4467,4586,447,446,459,0.043643876576158709,-0.038601807971386605,-0.0070926301619571933,0.012782004476248374,0.70239774330042315
20240327,4650,4650,0,4531,4531,4486,4605,449,448,461,0.41221029094118128,0.038633978503914375,0.016227341216412502,0.017723184428325291,0.70056497175141241
20240328,4650,4650,0,4536,4536,4456,4570,446,445,457,0.18710498050828298,0.015937186103872399,0.0037059675674534602,0.0187516367012459,0.74931880108991833
20240329,4650,4650,0,4537,4537,4461,4574,447,446,458,0.068822692204302344,0.024726647266169452,0.0024547092624292409,0.0067906278247095823,0.73268698060941828
20240401,4650,4650,0,4539,4539,4446,4557,445,444,456,-0.01294457528770797,-0.0097329538072549043,-0.0085535035079909137,-0.0031769601347937911,0.73756906077348061
20240402,4650,4650,0,4538,4538,4472,4584,448,447,459,0.25798043643917451,-0.0016584642792632199,0.0060342439250188444,0.018445850884404799,0.78968253968253965
20240403,4650,4650,0,4539,4539,4480,4591,448,448,460,0.23043626748443227,-0.017962865039235876,0.0049945225343843679,0.019557575886618859,0.75978407557354921
20240408,4650,4650,0,4540,4540,4477,4587,448,447,459,0.13887662385470767,0.016751285148333624,0.0031207719669580428,0.0151163505273026,0.76809651474530827
20240409,4650,4650,0,4542,4542,4479,4587,448,447,459,0.12044995482309301,-0.021071883523279076,-0.00053546248957706682,0.0016475731354025948,0.7661290322580645
20240410,4650,4650,0,4542,4542,4509,4617,451,450,462,0.17289021036676946,0.0073933139028302258,0.0045995895599179474,0.014316347668119983,0.79450261780104714
20240411,4650,4650,0,4542,4542,4489,4597,449,448,460,0.087909967887338722,-0.0053503916321080928,0.0020017327895764598,0.0087479424620258255,0.69774011299435035
20240412,4650,4650,0,4541,4541,4473,4582,448,447,459,0.08613114880558112,-0.039345618586769882,-0.0059175563068626577,0.015640747071910266,0.7341597796143251
20240415,4650,4650,0,4541,4541,4515,4624,452,451,463,0.31909405965698617,-0.062890294145558287,0.0017480251706978034,0.020955100391195219,0.73351648351648358
20240416,4650,4650,0,4541,4541,4521,4630,453,452,463,0.11536121249154581,0.087235910366564945,0.028177441360360288,0.048773158633003279,0.74695534506089312
20240417,4650,4650,0,4540,4540,4299,4409,430,429,441,0.082124065459882753,-0.0047296870105554556,-0.0016370421401747958,0.0053630554662082476,0.81984334203655351
20240418,4650,4650,0,4539,4539,4469,4580,447,446,458,-0.09041925541756414,-0.010213231514508276,-0.0052321007716999721,-0.00050087827876086656,0.80927152317880791
20240419,4650,4650,0,4537,4537,4474,4587,448,447,459,-0.086895256046497116,-0.014146360692775957,-0.005982916516938927,0.0047096361526236582,0.66908563134978227
20240422,4650,4650,0,4535,4535,4474,4588,448,447,459,0.15625408810805236,0.019716028880353193,0.014019867271009319,0.024022131375153785,0.58551617873651773
20240423,4650,4650,0,4536,4536,4470,4584,447,447,459,0.10458180977373209,0.024145617345943202,0.0059102889255240217,0.010977047682087952,0.64401772525849332
20240424,4650,4650,0,4534,4534,4464,4579,447,446,458,0.064415538909144879,0.0028693484537336261,-0.0010175527220863106,0.0051808063115763017,0.72284122562674091
20240425,4650,4650,0,4524,4524,4459,4585,446,445,459,0.083200955021048753,0.016044612575909951,0.0029582125900542832,0.012025503032191943,0.70297029702970293
20240426,4650,4650,0,4509,4509,4431,4572,444,443,458,-0.075536947447182534,0.023130068600046967,-0.0037813944494321378,0.0019209720624504198,0.73865199449793673
20240429,4650,4650,0,4464,4464,4331,4514,434,433,452,0.10861600112369146,-0.0081846479567414462,-0.0017074284817494689,0.0084708209853385716,0.7325905292479109
20240430,4650,4650,0,4476,4476,4401,4575,441,440,458,-0.0077303348410058077,0.021866983401546101,-0.00010884612179005645,0.00070543310248763827,0.7931034482758621
20240506,4650,4650,0,4523,4523,4420,4546,442,442,455,0.039548743047284785,0.0076412405423508254,0.0018082561052295346,0.0080829625846803328,0.78428761651131818
20240507,4650,4650,0,4521,4521,4456,4585,446,445,459,0.26171986830450394,-0.0067826192289039073,0.0063719298425068465,0.012412767965688801,0.79260237780713338
20240508,4650,4650,0,4519,4519,4459,4590,446,445,459,0.13642563816640144,0.014251360381746146,0.0012948505857665448,0.020054741775700581,0.75102040816326532
20240509,4650,4650,0,4521,4521,4458,4587,446,445,459,0.14283705679876782,-0.010445406957289035,-0.0011818101850146253,0.014338780110548581,0.7285318559556786
20240510,4650,4650,0,4518,4518,4475,4607,448,447,461,-0.016906818758152913,-0.020918635621277017,-0.0051897642656059291,0.00064777866544086724,0.72222222222222221
20240513,4650,4650,0,4517,4517,4478,4611,448,447,462,0.21268289803039109,0.016041047387930087,0.0071188759814899485,0.021459138157839317,0.71448467966573814
20240514,4650,4650,0,4521,4521,4438,4567,444,443,457,0.048105474682080804,-0.0061850594166230621,0.00086287526291121703,0.0059235599143667248,0.74453551912568305
20240515,4650,4650,0,4521,4521,4454,4583,446,445,459,-0.1289917102480212,0.0010094007025094652,-0.0041916548886382068,-0.0062500827479849532,0.75543478260869568
20240516,4650,4650,0,4521,4521,4459,4587,446,445,459,0.039858913734464381,0.012524821523851138,0.0003437463906492879,0.0023882012761813256,0.75945945945945947
20240517,4650,4650,0,4518,4518,4424,4556,443,442,456,-0.031281814014225598,-0.001478017209495443,-0.0047099682802148818,0.0035671246795505782,0.76518218623481782
20240520,4650,4650,0,4518,4518,4457,4589,446,445,459,0.12907120277872666,-0.0073533433101255347,0.0026547612191948743,0.0070326019314165631,0.76518218623481782
20240521,4650,4650,0,4521,4521,4488,4617,449,448,462,-0.02747156538483159,0.0045360866628489276,0.0003535010264590641,0.00044032455399149999,0.69546742209631729
20240522,4650,4650,0,4522,4522,4468,4596,447,446,460,0.076419644815076307,-0.020445640087412561,0.0014285439172145517,0.0026922227697600831,0.68847795163584635
20240523,4650,4650,0,4522,4522,4486,4614,449,448,462,0.22123433944177726,-0.0022965859785851694,0.0063232778976095184,0.021742952965651874,0.73525377229080935
20240524,4650,4650,0,4520,4520,4464,4594,447,446,460,0.065266538419883099,0.0046636150771138477,-0.001304397884076559,0.011993345844159417,0.69405099150141636
20240527,4650,4650,0,4519,4519,4474,4605,448,447,461,0.021843542209041215,-0.013004373257504578,-0.0019120204855691963,0.0025167938828511722,0.71548117154811708
20240528,4650,4650,0,4518,4518,4484,4616,449,448,462,0.073781296026497481,0.0038744063826440514,0.0011202129334810526,0.012405617017246816,0.69263456090651565
20240529,4650,4650,0,4519,4519,4487,4617,449,448,462,0.092367936392901098,-0.0098577335643841267,-0.0019293418063185547,0.017342497554920181,0.67431850789096126
20240530,4650,4650,0,4518,4518,4475,4607,448,447,461,0.020902422937033985,0.0063464925816150474,0.00025315386319725141,0.0085207031286066992,0.70728291316526604
20240531,4650,4650,0,4518,4518,4472,4604,448,447,461,0.068237661875123784,-0.017845421333464628,0.0018149244687747645,0.010549973788906087,0.69774011299435035
20240603,4650,4650,0,4517,4517,4493,4626,450,449,463,0.19452398472050961,-0.0025533757965586386,0.0040125187951760288,0.018022939864090339,0.71488178025034776
20240604,4650,4650,0,4517,4517,4475,4608,448,447,461,0.14325550952238589,-0.018305934015278108,0.0011949381783965818,0.0091865678427260726,0.67999999999999994
20240605,4650,4650,0,4522,4522,4496,4623,450,449,463,-0.054693930196463583,-0.046109658801213399,-0.010583768861363467,0.004708313512557176,0.71488178025034776
20240606,4650,4650,0,4523,4523,4496,4623,450,449,463,0.33740457595898493,0.047787184149917526,0.028251307237836976,0.039675384260389253,0.67525035765379116
20240607,4650,4650,0,4518,4518,4438,4568,444,443,457,-0.08663586404471979,0.0038937957320777832,0.0002379105539092193,-0.0034045553981694003,0.68194842406876788
20240611,4650,4650,0,4520,4520,4473,4603,448,447,461,0.10253815149531907,0.025844915134965118,0.012302977630231023,0.010629513074404819,0.69230769230769229
20240612,4650,4650,0,4523,4523,4430,4557,443,443,456,0.046019425831054929,-0.011176545041420845,-0.0038168087805209236,-0.001995708343660205,0.6168929110105581
20240613,4650,4650,0,4524,4524,4469,4595,447,446,460,0.017484813952499421,0.0029301409939018431,0.00072625432038255378,0.0052158647296901284,0.66860465116279078
20240614,4650,4650,0,4526,4526,4474,4598,448,447,460,-0.087322040464364856,-0.0093649001441564062,-0.0039237140528888227,-0.0091785207030995117,0.64705882352941169
20240617,4650,4650,0,4523,4523,4475,4602,448,447,461,0.042509213719515208,0.018260127311162565,0.0049425034559292015,0.0063066804453962219,0.63353115727002973
20240618,4650,4650,0,4522,4522,4456,4584,446,445,459,0.031784973138377887,-0.0042640895051802089,0.0016138550620166678,0.0029706893536256872,0.68571428571428572
20240619,4650,4650,0,4521,4521,4460,4589,446,446,459,0.12846191937678539,-0.025494584163616482,-0.001781020045114972,0.0078675032866860617,0.65789473684210531
20240620,4650,4650,0,4520,4520,4491,4620,450,449,462,0.097736389383792754,0.00045704618319315716,0.0013632522283403979,0.013130023113638912,0.67862266857962705
20240621,4650,4650,0,4484,4484,4437,4602,444,443,461,-0.15505043754905168,-0.044098140932412863,-0.0088328367138181055,-0.0095398955343882555,0.74592391304347827
20240624,4650,4650,0,4480,4480,4450,4619,445,445,462,-0.022833764222462184,0.0005465889863508637,-0.0012433667232566539,0.0090656959867824929,0.75438596491228072
20240625,4650,4650,0,4515,4515,4445,4580,445,444,458,-0.087611927881940985,0.029178744175249356,0.0015781961001264146,0.0028280426710900405,0.72576177285318555
20240626,4650,4650,0,4513,4513,4447,4584,445,444,459,0.067264144459467601,-0.019312520423761189,-0.0014908134889185486,0.0042142382967351039,0.78543046357615898
20240627,4650,4650,0,4513,4513,4467,4604,447,446,461,0.020555984729744153,0.0027441791861880145,-0.0022542333525993039,0.0027240790767740506,0.77005347593582885
20240628,4650,4650,0,4512,4512,4462,4600,447,446,460,-0.042962002346526557,0.0064023741314326458,-0.0043057645685758558,1.5992165031938899e-05,0.69176136363636365
20240701,4650,4650,0,4512,4512,4447,4585,445,444,459,0.059906625414406126,0.0046877787399151371,0.0033663628676999023,0.0061956819281665503,0.72714681440443218
20240702,4650,4650,0,4510,4510,4441,4581,445,444,459,0.22927785529647712,-0.0009702123347787681,0.0078067943565527853,0.021266303268843236,0.63595839524517084
20240703,4650,4650,0,4511,4511,4447,4586,445,444,459,0.18169122151755671,-0.025149905511780295,0.0009745113570597784,0.010617782211124204,0.62780269058295968
20240704,4650,4650,0,4511,4511,4485,4624,449,448,463,-0.029684428696668791,0.010736755253398544,0.00025898909885711807,0.0061552858154148068,0.67528735632183912
20240705,4650,4650,0,4507,4507,4448,4591,445,444,460,-0.030180875026312309,-0.03073023432012675,-0.0044759723673052434,-0.0048763616669168265,0.73039889958734527
20240708,4650,4650,0,4510,4510,4483,4623,449,448,463,0.038952712229793053,0.018039866812448502,0.00094256970793805961,0.0093025840718740163,0.7036516853932584
20240709,4650,4650,0,4516,4516,4458,4592,446,445,460,0.081250487701937865,-0.0054844969131814351,0.00287373342271755,0.0048880860982290584,0.70182841068917012
20240710,4650,4650,0,4518,4518,4466,4598,447,446,460,-0.087129850388402916,0.029890115092638028,-0.0006403887583057849,0.0011099640508744658,0.71508379888268159
20240711,4650,4650,0,4519,4519,4411,4542,442,441,455,0.12868925118014013,-0.0026923371135665563,0.00024405115205100017,0.012425448600038903,0.80392156862745101
20240712,4650,4650,0,4519,4519,4467,4598,447,446,460,0.01699019546274794,-0.015139391115814924,-0.0010000155256464482,-0.00070383639816402888,0.8054830287206266
20240715,4650,4650,0,4520,4520,4471,4601,448,447,461,0.10790967775472965,0.0034794162072823028,0.0033462261085936114,0.0061549517079981155,0.68616262482168333
20240716,4650,4650,0,4517,4517,4462,4594,447,446,460,0.2171524979592982,-0.0086218857174347706,0.0027630632982270729,0.020449872310428757,0.66521739130434776
20240717,4650,4650,0,4513,4513,4465,4602,447,446,461,0.00048761723951670658,8.3040632893458173e-05,0.00050320281781047506,0.0022062364513304724,0.72083333333333333
20240718,4650,4650,0,4512,4512,4460,4598,446,446,460,-0.024641976411810835,0.0057140255122645686,0.0011190456679878065,0.0040367783494581538,0.71727019498607247
20240719,4650,4650,0,4511,4511,4451,4590,446,445,459,-0.0069621821395859712,0.0056682186417847825,0.0012903097639521809,0.00045926110267964851,0.67388167388167386
20240722,4650,4650,0,4511,4511,4442,4580,445,444,458,-0.072769703974305294,-0.020448346550941267,-0.0017687240493220457,-0.003060980605211646,0.69744318181818188
20240723,4650,4650,0,4511,4511,4457,4595,446,445,460,0.070425215282158282,-0.014507643313495975,-2.9514925913383741e-05,0.0073911709312223916,0.67341040462427748
20240724,4650,4650,0,4510,4510,4458,4598,446,445,460,-0.046146862018367658,0.0039827197993787472,-0.00088550303981761204,0.001739378356553582,0.64705882352941169
20240725,4650,4650,0,4509,4509,4449,4590,445,444,459,-0.0010283600267039057,0.016683723895004627,0.00015649215734972813,0.0080077155710590233,0.69274537695590332
20240726,4650,4650,0,4509,4509,4442,4582,445,444,459,-0.027310186740704828,0.00024042980849087406,-0.0016937120404653841,-0.0089594869971685552,0.72499999999999998
20240729,4650,4650,0,4510,4510,4433,4573,444,443,458,0.029531323750125075,0.003640526464617923,-0.0014683341297088157,0.0045302015977304513,0.7066290550070522
20240730,4650,4650,0,4510,4510,4428,4568,443,442,457,0.083950880916223602,0.035648518662003872,0.0031094595615110757,0.011746384819555387,0.67965367965367962
20240731,4650,4650,0,4507,4507,4417,4559,442,441,456,-0.11108376212170876,-0.0052242451284689713,-0.0054852728872355006,-0.00979894360667493,0.70496453900709222
20240801,4650,4650,0,4510,4510,4435,4575,444,443,458,0.14848183023996903,-0.0092011188658113873,0.0025336904977555069,0.013064660550508115,0.73055555555555562
20240802,4650,4650,0,4510,4510,4450,4590,445,445,459,0.022223059018309468,-0.027257121109047575,-0.0034493726007473122,0.0019203128381869265,0.71207865168539319
20240805,4650,4650,0,4510,4510,4456,4596,446,445,460,0.083738107524132729,0.020170036456198782,0.0017047483131927589,0.0060147728060240182,0.70745428973277069
20240806,4650,4650,0,4511,4511,4436,4575,444,443,458,0.083912514265783236,0.0045386163669862561,0.0044606229076163424,0.013433985420828635,0.74931880108991833
20240807,4650,4650,0,4512,4512,4437,4575,444,443,458,0.045412953251489557,-0.0076964864540006199,-0.0061255267397987761,0.001373056303175981,0.74863387978142071
20240808,4650,4650,0,4513,4513,4441,4578,445,444,458,0.021802425537614196,-0.0068836029130295408,0.00032844659031785062,0.011571581862058998,0.6914285714285715
20240809,4650,4650,0,4513,4513,4473,4610,448,447,461,0.11281622538311487,-0.003455746393504427,0.0038099790816513504,0.014062370637887928,0.6681159420289855
20240812,4650,4650,0,4514,4514,4475,4611,448,447,462,-0.026153702491506173,0.0079662357025140872,0.0010688885513655032,0.007881583043469394,0.68518518518518512
20240813,4650,4650,0,4514,4514,4466,4602,447,446,461,-0.042855087221315154,-0.0053920949959751227,-0.00070534325949369626,-0.0054675724709520677,0.68518518518518512
20240814,4650,4650,0,4513,4513,4470,4607,447,447,461,-0.031864869003036374,0.0061816414776252378,-0.0023414434937025688,-0.0014798323062656599,0.71048951048951048
20240815,4650,4650,0,4514,4514,4460,4596,446,446,460,0.1296876043588244,-0.00040558647429496738,0.0051379746741486224,0.01290630145072867,0.70464135021097052
20240816,4650,4650,0,4513,4513,4468,4605,447,446,461,0.13659840705028911,-0.0018559899850864327,0.0014638970021782684,0.012579883369403647,0.70464135021097052
20240819,4650,4650,0,4514,4514,4458,4594,446,445,460,0.1127531777949886,-0.011387504188479043,0.0052401340108941211,0.0081467505205741041,0.71188811188811196
20240820,4650,4650,0,4515,4515,4476,4611,448,447,462,0.045145470751340469,0.0011926395125655611,0.0039039154375764482,0.009125075847571832,0.68847795163584635
20240821,4650,4650,0,4514,4514,4460,4595,446,446,460,0.068069783089664077,-0.014333109927112262,0.00077745054713548867,0.0065787777350101717,0.6847360912981455
20240822,4650,4650,0,4513,4513,4470,4607,447,447,461,0.021677912024412955,-0.0028913347590175014,0.001387584558103486,0.01017424780424226,0.68051575931232089
20240823,4650,4650,0,4513,4513,4463,4600,447,446,460,-0.02984630619016285,0.0088897064494635955,-0.0017069816939393797,0.0035793449632533026,0.68803418803418803
20240826,4650,4650,0,4513,4513,4451,4588,446,445,459,0.04292224220607968,-0.010946704333120425,0.0027264041047197329,0.0080507697067361966,0.72005571030640669
20240827,4650,4650,0,4513,4513,4453,4590,446,445,459,0.045737859460648303,0.0039318127462643548,-0.00058642832035912112,0.010368226230384869,0.72322670375521558
20240828,4650,4650,0,4512,4512,4457,4593,446,445,460,0.035398014551602595,0.014972662266561887,0.0013578527896815473,0.0035763649140527643,0.67196531791907521
20240829,4650,4650,0,4513,4513,4444,4581,445,444,459,-0.051246101009919526,0.018968858590132382,2.6655173779116526e-05,-0.0037245072209834765,0.71827057182705722
20240830,4650,4650,0,4510,4510,4429,4569,443,442,457,0.013763935114807306,-0.016810176369620365,-0.0019530212075333873,-0.00024485977265758727,0.69329529243937227
20240902,4650,4650,0,4509,4509,4453,4594,446,445,460,0.14499288586808234,0.012554083988590793,0.0030260957922426841,0.0055915930167390682,0.71388499298737729
20240903,4650,4650,0,4509,4509,4435,4575,444,443,458,0.18535563646236411,-0.0049347100103889919,0.0023434152711372851,0.011039852316885873,0.73029045643153534
20240904,4650,4650,0,4509,4509,4463,4603,447,446,461,0.029474821232600836,0.0099182098328489347,0.00067983189915519354,0.0044344529358654643,0.70745428973277069
20240905,4650,4650,0,4509,4509,4441,4582,445,444,459,0.061969047910527687,-0.017947894236947599,-0.0005499304599460228,0.0041541902155948288,0.72752420470262802
20240906,4650,4650,0,4508,4508,4462,4604,447,446,461,0.15864489213156502,0.00059833861815242304,0.0027947433520259289,0.0092819783860251474,0.73799725651577508
20240909,4650,4650,0,4509,4509,4450,4591,445,445,460,0.011610146969674141,0.0055569089043907482,0.0006895531756347913,0.0094545010736955815,0.71368715083798884
20240910,4650,4650,0,4510,4510,4460,4600,446,446,460,0.057862845175170916,-0.0034751590985692979,0.0020874143519885027,0.0087090671393734512,0.69688385269121811
20240911,4650,4650,0,4513,4513,4478,4615,448,447,462,-0.020591644668630602,-0.0022064056592008335,8.5254148755039422e-05,0.0018860364892549263,0.65204678362573099
20240912,4650,4650,0,4514,4514,4465,4601,447,446,461,0.085224646222314265,-0.012011719346224112,0.00046344544179504482,0.0043376662067125434,0.69078014184397163
20240913,4650,4650,0,4510,4510,4463,4603,447,446,461,0.080461674314813686,-0.0045687358479685435,0.0017087567710003127,0.0079342510537716744,0.63810930576070901
20240918,4650,4650,0,4510,4510,4477,4617,448,447,462,-0.18259361940488469,0.017395319864346594,-0.0060142414629629007,-0.0066972491246240461,0.67194244604316544
20240919,4650,4650,0,4514,4514,4436,4572,444,443,458,0.065475549923055876,-0.0033726802167703754,-0.00022641952249626311,0.001450390144230671,0.73799725651577508
20240920,4650,4650,0,4514,4514,4453,4588,446,445,459,0.10084671058620533,0.0052254740566011031,0.0028382255819131355,0.0058518752951996263,0.74897680763983621
20240923,4650,4650,0,4516,4516,4455,4589,446,445,459,-0.084604280023275427,0.029490015519332155,-0.0049854770701902446,0.0012264469443486643,0.67341040462427748
