trade_date,eligible_rows,top_rows,missing_eligible,missing_top,largest_equal_prediction_group,cutoff_tie_group,cutoff_tie_selected,boundary_splits_tie
20230816,4617,461,168,0,135,1,1,False
20230817,4606,460,168,0,136,1,1,False
20230818,4618,461,167,0,134,1,1,False
20230821,4613,461,166,0,135,1,1,False
20230822,4605,460,165,0,135,1,1,False
20230823,4615,461,162,0,134,1,1,False
20230824,4613,461,162,0,134,1,1,False
20230825,4627,462,164,0,134,1,1,False
20230828,4610,461,162,0,134,1,1,False
20230829,4573,457,162,0,135,1,1,False
20230830,4607,460,160,0,135,1,1,False
20230831,4615,461,161,0,135,1,1,False
20230901,4609,460,162,0,134,1,1,False
20230904,4593,459,161,0,136,1,1,False
20230905,4628,462,158,0,134,1,1,False
20230906,4615,461,157,0,134,1,1,False
20230907,4627,462,157,0,138,1,1,False
20230908,4609,460,158,0,142,1,1,False
20230911,4613,461,156,0,142,1,1,False
20230912,4615,461,155,0,143,1,1,False
20230913,4623,462,155,0,144,1,1,False
20230914,4619,461,156,0,145,1,1,False
20230915,4602,460,156,0,146,1,1,False
20230918,4599,459,155,0,145,1,1,False
20230919,4619,461,155,0,148,1,1,False
20230920,4612,461,154,0,148,1,1,False
20230921,4620,462,153,0,146,1,1,False
20230922,4616,461,153,0,146,1,1,False
20230925,4620,462,151,0,145,1,1,False
20230926,4616,461,152,0,147,1,1,False
20230927,4610,461,154,1,147,1,1,False
20230928,4603,460,154,0,148,1,1,False
20231009,4585,458,153,0,149,1,1,False
20231010,4602,460,153,1,148,1,1,False
20231011,4609,460,152,0,149,1,1,False
20231012,4614,461,151,0,150,1,1,False
20231013,4610,461,151,0,150,1,1,False
20231016,4588,458,150,0,149,1,1,False
20231017,4619,461,149,0,147,1,1,False
20231018,4609,460,149,0,147,1,1,False
20231019,4623,462,147,0,146,1,1,False
20231020,4609,460,146,0,145,1,1,False
20231023,4613,461,147,0,144,1,1,False
20231024,4581,458,146,0,145,1,1,False
20231025,4578,457,144,0,143,1,1,False
20231026,4601,460,145,1,143,1,1,False
20231027,4570,457,146,0,143,1,1,False
20231030,4578,457,145,0,143,1,1,False
20231031,4603,460,142,0,141,1,1,False
20231101,4607,460,141,0,139,1,1,False
20231102,4613,461,141,0,139,1,1,False
20231103,4604,460,142,0,138,1,1,False
20231106,4588,458,145,0,141,1,1,False
20231107,4591,459,142,0,140,1,1,False
20231108,4596,459,142,0,138,1,1,False
20231109,4615,461,142,0,137,1,1,False
20231110,4611,461,142,0,137,1,1,False
20231113,4602,460,140,0,136,1,1,False
20231114,4606,460,141,0,136,1,1,False
20231115,4590,459,143,0,137,1,1,False
20231116,4613,461,142,0,137,1,1,False
20231117,4600,460,143,0,137,1,1,False
20231120,4587,458,140,0,137,1,1,False
20231121,4594,459,139,0,136,1,1,False
20231122,4593,459,139,0,136,1,1,False
20231123,4603,460,139,0,136,1,1,False
20231124,4615,461,138,0,135,1,1,False
20231127,4608,460,137,0,135,1,1,False
20231128,4605,460,136,0,135,1,1,False
20231129,4615,461,136,0,134,1,1,False
20231130,4620,462,136,0,136,1,1,False
20231201,4597,459,136,0,135,1,1,False
20231204,4594,459,136,0,136,1,1,False
20231205,4610,461,136,0,135,1,1,False
20231206,4611,461,135,0,134,1,1,False
20231207,4609,460,137,0,134,1,1,False
20231208,4615,461,134,0,132,1,1,False
20231211,4610,461,135,0,132,1,1,False
20231212,4599,459,134,0,132,1,1,False
20231213,4613,461,133,0,131,1,1,False
20231214,4606,460,132,0,131,1,1,False
20231215,4602,460,133,0,130,1,1,False
20231218,4613,461,134,0,130,1,1,False
20231219,4618,461,134,0,131,1,1,False
20231220,4619,461,134,0,130,1,1,False
20231221,4612,461,132,0,127,1,1,False
20231222,4629,462,133,0,127,1,1,False
20231225,4610,461,133,0,126,1,1,False
20231226,4606,460,129,0,126,1,1,False
20231227,4612,461,129,1,124,1,1,False
20231228,4586,458,131,0,123,1,1,False
20231229,4579,457,128,0,123,1,1,False
