trade_date,prediction_spearman,top10_jaccard,top10_overlap,top_size,intersection
20240102,0.85364356211899062,0.37951807228915663,0.55021834061135366,458,252
20240103,0.83985687754231975,0.2348993288590604,0.38043478260869568,460,175
20240104,0.86542001051523909,0.30496453900709219,0.46739130434782611,460,215
20240105,0.82317931207027106,0.3811659192825112,0.55194805194805197,462,255
20240108,0.83437678120012582,0.36189069423929099,0.53145336225596529,461,245
20240109,0.80599287339826364,0.25340599455040874,0.40434782608695652,460,186
20240110,0.84982362746371343,0.36701337295690933,0.53695652173913044,460,247
20240111,0.84123020959068184,0.54026845637583898,0.70152505446623092,459,322
20240112,0.7727850558352275,0.34107402031930334,0.5086580086580087,462,235
20240115,0.90463646404600029,0.4935064935064935,0.66086956521739126,460,304
20240116,0.83525120509805517,0.34402332361516036,0.51193058568329719,461,236
20240117,0.74847928196311075,0.27524204702627941,0.4316702819956616,461,199
20240118,0.75108917913600026,0.16856780735107732,0.28850325379609543,461,133
20240119,0.82460565982238776,0.33333333333333331,0.5,460,230
20240122,0.8680771226858095,0.4325581395348837,0.60389610389610393,462,279
20240123,0.78658019250309175,0.19016817593790428,0.31956521739130433,460,147
20240124,0.7356438655367491,0.30014224751066854,0.46170678336980309,457,211
20240125,0.80326848581033039,0.26111111111111113,0.41409691629955947,454,188
20240126,0.78035800908414832,0.25824175824175827,0.41048034934497818,458,188
20240129,0.57765459341957626,0.17857142857142858,0.30303030303030304,462,140
20240130,0.81926594295766042,0.38738738738738737,0.55844155844155841,462,258
20240131,0.74806023024562973,0.34693877551020408,0.51515151515151514,462,238
20240201,0.80629820671078378,0.25885558583106266,0.41125541125541126,462,190
20240202,0.77252803039439355,0.19225806451612903,0.32251082251082253,462,149
20240205,0.87167354177530876,0.49354838709677418,0.66090712742980562,463,306
20240206,0.63759424863947656,0.29496402877697842,0.45555555555555555,450,205
20240207,0.87092976060818361,0.27707454289732769,0.43392070484581496,454,197
20240208,0.88118293455965424,0.32692307692307693,0.49275362318840582,414,204
20240219,0.86298287678880159,0.29777777777777775,0.4589041095890411,438,201
20240220,0.7719575950703137,0.37099236641221373,0.54120267260579069,449,243
20240221,0.74862925261606028,0.18157894736842106,0.30734966592427615,449,138
20240222,0.75294247718933227,0.29999999999999999,0.46153846153846156,455,210
20240223,0.87686902870901962,0.39534883720930231,0.56666666666666665,450,255
20240226,0.48702655504288339,0.12406947890818859,0.22075055187637968,453,100
20240227,0.77097272925811222,0.35022354694485841,0.51876379690949226,453,235
20240228,0.72896282592689654,0.23097463284379172,0.37527114967462039,461,173
