trade_date,eligible_rows,top_rows,missing_eligible,missing_top,largest_equal_prediction_group,cutoff_tie_group,cutoff_tie_selected,boundary_splits_tie
20240627,4604,460,137,135,103,1,1,False
20240628,4600,460,138,135,103,1,1,False
20240701,4585,458,138,137,104,1,1,False
20240702,4581,458,140,137,104,1,1,False
20240703,4586,458,139,139,103,1,1,False
20240704,4624,462,139,138,102,1,1,False
20240705,4591,459,143,139,102,1,1,False
20240708,4623,462,140,139,101,1,1,False
20240709,4592,459,134,133,99,1,1,False
20240710,4598,459,132,132,100,1,1,False
20240711,4542,454,131,131,99,1,1,False
20240712,4598,459,131,131,99,1,1,False
20240715,4601,460,130,130,99,1,1,False
20240716,4594,459,132,131,99,1,1,False
20240717,4602,460,137,134,99,1,1,False
20240718,4598,459,138,136,99,1,1,False
20240719,4590,459,139,138,101,1,1,False
20240722,4580,458,138,138,100,1,1,False
20240723,4595,459,138,138,101,1,1,False
20240724,4598,459,140,138,101,1,1,False
20240725,4590,459,141,141,103,1,1,False
20240726,4582,458,140,140,101,1,1,False
20240729,4573,457,140,140,103,1,1,False
20240730,4568,456,140,139,105,1,1,False
20240731,4559,455,142,139,104,1,1,False
20240801,4575,457,140,140,106,1,1,False
20240802,4590,459,140,138,105,1,1,False
20240805,4596,459,140,140,105,1,1,False
20240806,4575,457,139,139,104,1,1,False
20240807,4575,457,138,138,104,1,1,False
20240808,4578,457,137,137,103,1,1,False
20240809,4610,461,137,137,105,1,1,False
20240812,4611,461,136,136,105,1,1,False
20240813,4602,460,136,136,105,1,1,False
20240814,4607,460,137,136,105,1,1,False
20240815,4596,459,136,135,103,1,1,False
20240816,4605,460,137,136,103,1,1,False
20240819,4594,459,136,136,102,1,1,False
20240820,4611,461,135,135,102,1,1,False
20240821,4595,459,135,134,101,1,1,False
20240822,4607,460,137,135,102,1,1,False
20240823,4600,460,137,137,103,1,1,False
20240826,4588,458,137,136,104,1,1,False
20240827,4590,459,137,136,104,1,1,False
20240828,4593,459,136,136,103,1,1,False
20240829,4581,458,137,137,104,1,1,False
20240830,4569,456,140,137,107,1,1,False
20240902,4594,459,141,139,108,1,1,False
20240903,4575,457,140,140,109,1,1,False
20240904,4603,460,140,139,107,1,1,False
20240905,4582,458,141,139,107,1,1,False
20240906,4604,460,142,139,111,1,1,False
20240909,4591,459,141,140,113,1,1,False
20240910,4600,460,140,140,114,1,1,False
20240911,4615,461,137,137,115,1,1,False
20240912,4601,460,136,136,114,1,1,False
20240913,4603,460,140,136,115,1,1,False
20240918,4617,461,140,140,117,1,1,False
20240919,4572,457,136,135,115,1,1,False
20240920,4588,458,135,135,115,1,1,False
20240923,4589,458,134,134,117,1,1,False
20240924,4550,455,133,133,118,1,1,False
20240925,4580,458,133,132,118,1,1,False
20240926,4495,449,132,132,119,1,1,False
20240927,4508,450,136,132,121,1,1,False
20240930,3845,384,140,137,124,1,1,False
20241008,4005,400,139,139,127,1,1,False
20241009,4597,459,139,139,126,1,1,False
20241010,4563,456,137,137,124,1,1,False
20241011,4597,459,137,137,123,1,1,False
20241014,4532,453,137,136,122,1,1,False
20241015,4575,457,135,135,121,1,1,False
20241016,4546,454,132,132,120,1,1,False
20241017,4583,458,129,129,118,1,1,False
20241018,4536,453,132,131,119,1,1,False
20241021,4503,450,130,130,120,1,1,False
20241022,4518,451,131,131,119,1,1,False
20241023,4526,452,131,131,121,1,1,False
20241024,4523,452,129,128,119,1,1,False
20241025,4466,446,133,129,119,1,1,False
20241028,4370,437,133,132,121,1,1,False
20241029,4505,450,133,132,124,1,1,False
20241030,4463,446,134,133,124,1,1,False
20241031,4448,444,133,132,122,1,1,False
20241101,4534,453,132,130,120,1,1,False
20241104,4474,447,130,130,119,1,1,False
20241105,4447,444,129,128,119,1,1,False
20241106,4486,448,129,127,119,1,1,False
20241107,4424,442,127,127,119,1,1,False
20241108,4502,450,129,126,119,1,1,False
20241111,4455,445,130,129,118,1,1,False
20241112,4536,453,128,128,117,1,1,False
20241113,4568,456,129,128,117,1,1,False
20241114,4593,459,130,129,117,1,1,False
20241115,4575,457,131,128,118,1,1,False
20241118,4560,456,132,132,120,1,1,False
20241119,4552,455,130,130,118,1,1,False
20241120,4481,448,128,127,118,1,1,False
20241121,4529,452,127,127,118,1,1,False
20241122,4575,457,127,126,118,1,1,False
20241125,4480,448,125,125,117,1,1,False
20241126,4541,454,125,124,117,1,1,False
20241127,4546,454,126,126,117,1,1,False
20241128,4540,454,127,127,117,1,1,False
20241129,4512,451,125,123,116,1,1,False
20241202,4470,447,126,125,117,1,1,False
20241203,4519,451,127,126,117,1,1,False
20241204,4553,455,126,126,116,1,1,False
20241205,4511,451,124,124,116,1,1,False
20241206,4517,451,128,125,116,1,1,False
20241209,4530,453,127,127,118,1,1,False
20241210,4536,453,126,125,117,1,1,False
20241211,4497,449,124,124,117,1,1,False
20241212,4491,449,125,125,117,1,1,False
20241213,4548,454,125,125,117,1,1,False
20241216,4529,452,124,121,115,1,1,False
20241217,4618,461,125,125,116,1,1,False
20241218,4542,454,125,125,116,1,1,False
20241219,4569,456,125,125,117,1,1,False
20241220,4553,455,121,120,114,1,1,False
20241223,4617,461,122,122,114,1,1,False
20241224,4565,456,123,121,113,1,1,False
20241225,4602,460,125,124,114,1,1,False
20241226,4541,454,122,121,114,1,1,False
20241227,4570,457,128,123,114,1,1,False
20241230,4594,459,127,127,116,1,1,False
20241231,4592,459,125,123,113,1,1,False
