trade_date,rows,finite_predictions,nonfinite_predictions,finite_labels,ic_rows,return_eligible_rows,turnover_eligible_rows,return_top_count,return_bottom_count,turnover_top_count,rank_ic,top_return,top_excess,top_bottom_spread,turnover
20240102,4650,4522,128,4523,4522,4461,4461,447,446,447,0.17004709439739904,-0.0036221705521690181,-0.00031833956245428492,0.0074068248466075924,
20240103,4650,4523,127,4523,4523,4477,4477,448,447,448,0.073232075083379769,-0.0017257790200895207,0.0011126537364193362,0.0031210566724173151,0.92298435619735253
20240104,4650,4523,127,4523,4523,4481,4481,449,448,449,0.061447029989281185,-0.018592060787586934,-0.0024948105590380625,0.0035258435409966545,0.898034398034398
20240105,4650,4523,127,4524,4523,4498,4498,450,449,450,0.068390976232935899,-0.019328170343305438,-0.00073507582152472495,-0.0014528680757079984,0.90231990231990233
20240108,4650,4524,126,4523,4523,4488,4489,449,448,449,0.051820687578149331,0.0042096257904718345,-0.0017121543664402701,0.0015269718820245318,0.89557739557739557
20240109,4650,4523,127,4523,4523,4475,4475,448,447,448,0.050760117243692324,-0.009043275766111079,-5.9393592254068303e-05,0.0065125808890198252,0.91272727272727272
20240110,4650,4523,127,4524,4522,4482,4483,449,448,449,-0.34500135084055572,0.010185667053876085,-0.0060155649970454663,-0.020370929731312923,0.919277108433735
20240111,4650,4524,126,4523,4521,4468,4470,447,446,447,-0.24866844146304876,-0.014506353343182385,-0.0075781435674303985,-0.0072511498828296255,0.95081967213114749
20240112,4650,4523,127,4522,4522,4497,4497,450,449,450,-0.050569127523686891,-0.0043165428417262144,-0.0027559926463311679,-0.0072588488842643944,0.95454545454545459
20240115,4650,4522,128,4524,4522,4478,4478,448,447,448,0.029944658535947709,-0.004138868811139923,0.00037787781774521224,0.0020126927075596159,0.92455089820359282
20240116,4650,4524,126,4526,4524,4490,4490,449,449,449,0.13151191908557855,-0.024028310337969528,0.00028808358106297005,0.0058392021143853397,0.90476190476190477
20240117,4650,4526,124,4526,4526,4488,4488,449,448,449,-0.11317439121775161,-0.0052503788316896477,0.0025108626732604916,-0.0019117213374452227,0.86759142496847419
20240118,4650,4526,124,4527,4525,4489,4490,449,448,449,-0.074991181822704839,-0.019781155648114081,-0.0073393669916539429,-0.0053821933217714276,0.90487804878048783
20240119,4650,4527,123,4527,4526,4482,4483,449,448,449,0.15039035206760348,-0.052194536293910354,0.0051186211035102389,0.0024321230715149203,0.92455089820359282
20240122,4650,4527,123,4528,4527,4505,4505,451,450,451,0.21871788007189313,0.0054435590329565617,0.0029400235576127372,0.012389570326222427,0.88198757763975155
20240123,4650,4528,122,4527,4527,4478,4478,448,447,448,-0.031603797171543317,0.015940865172515382,-0.00087392508010928141,-0.0026564162783727918,0.92848629320619791
20240124,4650,4527,123,4529,4527,4447,4447,445,444,445,0.11724333075512319,0.039715235437925919,0.0043348856935875521,0.013514985951361067,0.92149758454106279
20240125,4650,4529,121,4529,4528,4422,4423,443,442,443,0.20550268932963867,0.00069335641519051392,0.0024522230650088402,0.010404796519890902,0.90909090909090906
20240126,4650,4529,121,4530,4529,4465,4465,447,446,447,0.097753090488933214,-0.028863840323582697,0.0010395937173358558,0.010706012414874864,0.91990291262135926
20240129,4650,4530,120,4530,4529,4501,4502,451,450,451,0.24437091789179127,-0.030566193075003016,0.001300756232920891,0.010572693565873786,0.92967818831942783
20240130,4650,4530,120,4531,4530,4507,4507,451,450,451,0.31865895399144784,-0.031371276871459075,0.01559297446759441,0.024061039982305743,0.85532994923857864
20240131,4650,4531,119,4532,4531,4504,4504,451,450,451,0.13693963017470773,-0.015222422613419329,0.00042443545041536551,0.0083027182972016805,0.82857142857142851
20240201,4650,4532,118,4531,4531,4501,4502,451,450,451,0.13679870930538851,-0.034920597244413973,0.0070882938281922395,0.0098165991726972268,0.92105263157894735
20240202,4650,4531,119,4532,4531,4506,4506,451,450,451,0.5479344743772373,-0.035558131784917082,0.045843697239704065,0.081825301114829219,0.90400972053462936
20240205,4650,4532,118,4531,4531,4514,4515,452,451,452,0.45488747557917636,0.044627644342698308,0.022296244137742571,0.049051419635228841,0.72096317280453259
20240206,4650,4531,119,4533,4531,4382,4382,439,438,439,0.72712876381397096,0.042805619260663355,0.060219845693811537,0.12569740891756226,0.93165467625899279
20240207,4650,4533,117,4533,4533,4427,4427,443,442,443,-0.53010294061380969,0.024045793550448467,-0.041583017673720281,-0.059243565558959953,0.78176795580110503
20240208,4650,4533,117,4534,4533,4025,4025,403,402,403,0.44364257647833544,0.053882416324538843,0.021671670028699505,0.039765916845869421,0.99881656804733732
