trade_date,rows,finite_predictions,nonfinite_predictions,finite_labels,ic_rows,return_eligible_rows,turnover_eligible_rows,return_top_count,return_bottom_count,turnover_top_count,rank_ic,top_return,top_excess,top_bottom_spread,turnover
20220218,4650,4202,448,4202,4201,4141,4142,415,414,415,0.13378888904358818,0.024891818579230181,0.01127505181997206,0.01816417192882866,0.95597484276729561
20220221,4650,4202,448,4204,4200,4089,4090,409,408,409,-0.051325003900385739,-0.011567050509053222,8.4166717909337982e-05,-0.00043055314237555077,0.86813186813186816
20220222,4650,4204,446,4207,4204,4147,4147,415,414,415,-0.10670429391233634,0.010185523369082952,-0.0042376333405952336,-0.0059069351511646852,0.90860927152317883
20220223,4650,4207,443,4208,4207,4106,4106,411,410,411,0.046910596479780166,-0.021884240521007327,0.0023510377615697381,0.00039415608069690369,0.93966623876765087
20220224,4650,4208,442,4208,4207,4165,4165,417,416,417,-0.11511017084648374,-0.0037895390528873319,-0.013054018726741373,-0.0097137881004361465,0.91623036649214662
20220225,4650,4208,442,4208,4207,4138,4138,414,413,414,0.039560583740419743,0.004201044928607873,0.0043408574986944209,0.0086059137989221834,0.9427480916030534
20220228,4650,4208,442,4207,4207,4156,4157,416,415,416,-0.15936291449807338,0.0015662395175130629,-0.0070582793526891736,-0.0088498884120572462,0.89920424403183019
20220301,4650,4207,443,4210,4206,4143,4144,415,414,415,0.023316077827373154,0.0012960356524400318,-0.003210180302564359,-0.0054359269750858816,0.93869731800766287
20220302,4650,4210,440,4210,4210,4143,4143,415,414,415,0.32970104931945959,0.0090679185554165768,0.01080245444722646,0.025990617537518169,0.93725992317541618
20220303,4650,4210,440,4211,4210,4121,4121,413,412,413,0.0022206648560769413,-0.017167787962209479,-0.0057282776725867002,-0.0016465311755319376,0.89008042895442363
20220304,4650,4211,439,4210,4209,4153,4154,416,415,416,0.0011232760310062857,-0.00726830919764719,0.0075753542931150291,0.0061738834072800662,0.95195954487989887
20220307,4650,4210,440,4209,4208,4144,4146,415,414,415,-0.013060758567262043,-0.039926808177300772,-0.0077230982248688018,-0.0084360583359499447,0.86164383561643842
20220308,4650,4209,441,4209,4208,4182,4183,419,418,419,0.14068162990259869,0.0044355919520364306,0.018279414990198264,0.019034571122234376,0.90118577075098816
20220309,4650,4209,441,4209,4208,4155,4156,416,415,416,-0.11288581530708092,0.012798833272631706,-0.0048484801713588894,-0.008940945636448509,0.80372492836676224
20220310,4650,4209,441,4211,4209,4113,4113,412,411,412,0.013025367683932759,0.0077523802414056677,0.0011331305537750644,0.0094058240039574664,0.92327698309492845
20220311,4650,4211,439,4212,4211,4137,4137,414,413,414,0.23742038506293436,-0.018494692096499774,0.0087149215453180204,0.016495397513131234,0.90159574468085102
20220314,4650,4212,438,4218,4212,4168,4168,417,416,417,0.17550147134922825,-0.040442940503171057,0.011258814232127899,0.010116066265265782,0.87854251012145745
20220315,4650,4218,432,4220,4218,4183,4183,419,418,419,0.048023660785398603,0.037825540541451153,0.0068261959010235615,0.012782511567870723,0.88085676037483263
20220316,4650,4220,430,4220,4220,4082,4082,409,408,409,-0.15593701233083773,0.011023547948790111,-0.0071165446335706012,-0.014905769050993004,0.86730506155950748
20220317,4650,4220,430,4219,4219,4108,4108,411,410,411,-0.10541024870494434,0.005724354868999409,-0.0084978971823731174,-0.0062678485612842226,0.95541401273885351
20220318,4650,4219,431,4221,4219,4091,4091,410,409,410,0.045082600401598609,0.014152103951432665,0.0020285781709344745,-0.0019533437979986981,0.93927648578811374
20220321,4650,4221,429,4222,4221,4085,4085,409,408,409,-0.14544134717799137,-0.013760358976902864,-0.01253960863402055,-0.013545554603736359,0.9137931034482758
20220322,4650,4222,428,4226,4222,4128,4128,413,412,413,-0.076466499118338277,-0.0030497779185204629,-0.0055672113265378418,-0.0022851908438143247,0.94208494208494209
20220323,4650,4226,424,4225,4224,4138,4140,414,413,414,-0.089591780985578934,-0.016818472776441454,-0.0055094927205589193,-0.0066784046393016643,0.92875647668393779
20220324,4650,4225,425,4223,4222,4146,4149,415,414,415,-0.018546875208036741,-0.014377834843163479,-0.010583487307055236,-0.0083309602822176573,0.93854033290653005
20220325,4650,4223,427,4223,4221,4135,4137,414,413,414,0.11681971046657456,-0.0044822453582818262,-0.0010337468981411473,0.0071364075098469476,0.93581514762516049
20220328,4650,4223,427,4228,4222,4152,4153,416,415,416,-0.0044155080979170888,-0.010410366377877067,-0.0011510737201227954,-0.0042549254373625799,0.91076115485564302
20220329,4650,4228,422,4231,4227,4163,4164,417,416,417,-0.2245013839166487,0.00090594435804127458,-0.014887221136942632,-0.019580057574690741,0.93341869398207422
