experiment_id,Score_F1,Score_F2,Score_F3,MeanScore,WorstScore,StdScore
E000,-0.17228642176309264,-0.11127475814722618,-0.1036415582360222,-0.12906757938211366,-0.17228642176309264,0.030718807352988483
E001,0.15596714309151569,0.090589534327032234,0.10323601992600567,0.11659756578151786,0.090589534327032234,0.028313202016929391
E002,0.3976446520684167,0.2250566324472616,0.25157027375470126,0.29142385275679317,0.2250566324472616,0.075885382644463845
